FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Anthony,Davis,NO,F,23869,Tor,58,21.36,1.57,10.38,1.40,2.91,1.71,52.700,78.700,39.28
Kevin,Love,Min,F,22225,@Dal,62,26.35,4.23,12.90,0.85,0.45,2.29,46.200,81.500,43.40
LeBron,James,Mia,F,21188,@Bos,63,26.97,6.41,6.89,1.62,0.32,3.46,57.200,74.500,40.93
Joakim,Noah,Chi,C,20267,@Phi,65,12.31,5.03,11.28,1.12,1.52,2.31,48.500,72.700,33.90
Al,Jefferson,Cha,C,18435,@Bkn,59,21.32,2.10,10.41,0.97,1.14,1.63,50.500,67.700,34.86
Carmelo,Anthony,NY,F,18214,Ind,64,28.02,3.06,8.33,1.17,0.66,2.52,45.400,84.100,37.62
Kyle,Lowry,Tor,G,17748,@NO,66,17.20,7.86,4.73,1.56,0.23,2.38,42.100,82.600,31.90
Ty,Lawson,Den,G,16729,Det,54,18.17,9,3.59,1.59,0.19,3.24,43.300,80.600,32.02
Paul,George,Ind,F,16553,@NY,67,22.28,3.52,6.52,1.78,0.30,2.75,43.700,87.600,31.95
Tyreke,Evans,NO,F,16063,Tor,57,13.37,4.67,4.65,1.11,0.30,2.16,41.900,78.800,22.97
Greg,Monroe,Det,F,15904,@Den,66,14.77,2,9.24,1.09,0.55,2.09,50.500,66.800,26.87
Nikola,Vucevic,Orl,C,15803,@Pho,50,14.16,1.76,10.98,1.02,0.88,2.02,50.700,77.200,29.06
Kenneth,Faried,Den,F,15634,Det,65,12.57,1.11,7.94,0.8,0.88,1.45,56.000,63.600,23.39
Dwyane,Wade,Mia,G,15418,@Bos,48,19.44,4.90,4.69,1.5,0.54,2.92,55.000,74.600,29.99
Pau,Gasol,LAL,C,15339,SA,56,17.68,3.21,9.82,0.43,1.5,2.30,48.300,74.200,31.91
Andre,Drummond,Det,C,15317,@Den,66,13.14,0.42,12.77,1.29,1.80,1.30,61.700,42.300,31.74
Tim,Duncan,SA,F,15082,@LAL,61,15.10,2.95,9.93,0.52,1.93,2.15,48.900,73.300,31.01
Michael,Carter-Williams,Phi,G,14905,Chi,55,16.78,6.2,5.82,1.93,0.65,3.84,39.600,69.100,29.21
