FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Anthony,Davis,NO,F,23857,@Atl,5,33.2,2.8,14.2,1,3.4,1.6,57.100,90.200,57.35
Kevin,Durant,OKC,F,22913,@Tor,7,33.14,5.57,7.57,0.14,0.86,2.86,49.300,85.700,44.11
LeBron,James,Mia,F,21112,Mem,7,23.71,6.43,6.57,2.29,0.57,3.71,49.200,73.900,38.29
Joakim,Noah,Chi,C,19700,@Ind,7,15.29,7.43,10.14,1.29,2.71,2.43,52.00,76.300,41.46
DeMarcus,Cousins,Sac,C,19372,SA,6,22.17,2.17,13.5,1.5,1.33,5,52.00,64.400,37.62
Carmelo,Anthony,NY,F,19023,@Phi,6,28,4.17,6.5,1.67,0.83,2.5,46.200,90.0,38.71
Russell,Westbrook,OKC,G,18399,@Tor,5,25.2,8.4,6.2,2.8,0.2,4.2,44.400,80.0,41.55
John,Wall,Was,G,17968,@LAL,7,18.71,9.14,3.57,1.43,0.57,4.57,44.200,62.100,31.39
Paul,Millsap,Atl,F,17753,NO,7,20.14,4.29,8.14,1.43,1.14,2.71,45.700,79.500,34.46
Kyle,Lowry,Tor,G,17505,OKC,8,20.62,8.75,6.75,1.38,0.25,3.38,41.700,85.500,37.19
Andre,Drummond,Det,C,16604,@Pho,5,11.8,0,9.8,0.6,1.6,1.2,58.100,60.0,24.85
Pau,Gasol,LAL,C,16373,Was,6,20.33,2.5,8.33,0.5,1.83,1.5,49.500,72.700,32.75
Serge,Ibaka,OKC,F,16358,@Tor,7,16.57,1.29,10,0.71,3.29,1.29,50.500,78.300,34.00
Ty,Lawson,Den,G,16341,@Dal,7,17.14,10.29,3.86,2,0.14,4.14,38.900,79.100,32.75
Paul,George,Ind,F,16262,Chi,7,21.14,4,6.71,1.57,0.29,3.29,43.600,94.100,31.68
Isaiah,Thomas,Sac,G,15997,SA,7,20,6.43,4.86,1,0.14,3.86,39.300,83.300,28.86
Greg,Monroe,Det,F,15954,@Pho,6,16.67,2,11.5,1.67,1.17,1.67,52.800,75.00,34.54
Tyreke,Evans,NO,F,15496,@Atl,5,21,5,4.4,1.4,0.6,2.4,57.100,88.00,32.30
Dwyane,Wade,Mia,G,15039,Mem,7,20.71,5.29,3.71,1,0.57,2.43,50.500,81.400,29.57
Michael,Carter-Williams,Phi,G,15039,NY,7,15.14,6.29,9.43,1.43,0.57,4.71,41.100,56.00,30.36
Tim,Duncan,SA,F,14962,@Sac,7,12.14,3.57,10.14,0.86,1.29,1.57,48.600,86.700,30.04
Josh,Smith,Det,F,14850,@Pho,6,18.17,1.67,7.17,0.5,1.5,2.5,42.500,44.00,24.88
Marc,Gasol,Mem,C,14801,@Mia,7,15,4.14,7.71,0.71,2.43,2.86,46.300,87.900,30.86
Thaddeus,Young,Phi,F,14604,NY,7,20.57,3.86,5.29,2.43,0.57,2.14,40.300,66.700,30.18
Kenneth,Faried,Den,F,14596,@Dal,8,22.12,1.38,10.75,1,0.75,1.88,62.700,65.00,35.38
Jeff,Teague,Atl,G,14573,NO,7,16.29,7.57,3.43,1,0.43,3.57,44.600,88.600,27.64
Marcin,Gortat,Was,C,14524,@LAL,6,12.83,2.5,11.67,0.17,1.33,1.5,46.300,71.400,29.17
Rajon,Rondo,Bos,G,14435,@Bkn,6,10.33,11.5,6.33,1.83,0,2.83,32.100,50.0,31.25
DeMar,DeRozan,Tor,G,14317,OKC,8,21.5,3.62,3.88,1.38,0.25,2.38,40.300,86.800,27.41
Deron,Williams,Bkn,G,14270,Bos,7,17.29,6.14,3.14,1.57,0.14,2,48.800,80.800,28.36
Rudy,Gay,Sac,F,14247,SA,7,19,2.14,5.57,1.43,0.57,2.43,44.400,76.700,25.75
Dirk,Nowitzki,Dal,F,14225,Den,7,20.29,1.57,5.71,0.86,0,1.57,43.900,93.900,25.21
Monta,Ellis,Dal,G,14016,Den,7,16.57,5.29,5.71,1.43,0.14,3,41.100,76.100,27.21
