FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Durant,OKC,F,23302,@Den,8,34.25,5.5,8.88,1.62,0.75,1.88,50.800,87.500,50.34
LeBron,James,Mia,F,21718,@NY,7,25.86,6.43,6,0.57,0.29,3.29,55.400,69.400,36.50
Carmelo,Anthony,NY,F,18829,Mia,4,26.25,3.25,7.75,2,0.75,2,47.000,80.0,38.31
Ty,Lawson,Den,G,17022,OKC,7,18.86,10.71,3.43,1.86,0.43,4.71,43.600,90.900,35.00
Dwyane,Wade,Mia,G,15393,@NY,7,18.43,5.14,5.43,1.57,0.43,2.14,52.800,73.700,30.86
Chris,Bosh,Mia,C,13697,@NY,8,19.25,1,7.88,0.88,0.62,1.25,53.600,82.900,28.72
JaVale,McGee,Den,C,13550,OKC,0,0,0,0,0,0,0,0,0,0.00
Serge,Ibaka,OKC,F,13358,@Den,7,14.29,1.14,6.57,0.71,1.86,1.71,57.300,55.600,24.86
J.J.,Hickson,Den,C,11926,OKC,7,12.43,1.29,7.86,1,0.71,1.86,53.800,56.700,22.68
Mario,Chalmers,Mia,G,11926,@NY,7,9.71,6.43,4.29,1.86,0,1.71,46.900,72.700,24.43
Reggie,Jackson,OKC,G,11793,@Den,8,15.25,4.5,4,1,0,2.25,41.900,72.700,22.38
Andrea,Bargnani,NY,C,11725,Mia,7,11.71,0.43,6.43,0.43,0.71,1.29,41.800,85.700,17.96
Tyson,Chandler,NY,C,11674,Mia,6,7.5,1.17,5.83,0.67,0.83,1.17,56.700,64.700,16.79
Iman,Shumpert,NY,F,11430,Mia,7,11.57,2.43,5.43,1.86,0.14,1.29,52.700,80.0,22.71
Kenneth,Faried,Den,F,11145,OKC,6,12.83,0.67,7.33,0.5,1,1,61.200,68.00,22.75
Wilson,Chandler,Den,F,10507,OKC,7,15.14,1.57,5.43,1.14,0.86,0.86,37.800,78.900,22.79
Randy,Foye,Den,G,9968,OKC,7,12.29,3.86,3.29,0.43,0.14,1.29,50.0,83.300,19.61
Timofey,Mozgov,Den,C,9806,OKC,7,9.57,0.71,5,0.43,1.29,0.57,67.500,86.700,18.68
Jeremy,Lamb,OKC,G,9363,@Den,8,11.88,2.62,4.12,1.12,0.25,1.25,46.800,92.300,19.84
Raymond,Felton,NY,G,9325,Mia,1,12,6,2,1,0,4,44.400,75.00,18.50
J.R.,Smith,NY,G,9159,Mia,7,10.86,3.57,4.57,0.86,0,1.29,35.300,50.0,18.14
Beno,Udrih,NY,G,8822,Mia,7,6.57,6.14,2.57,1.43,0,1.86,39.200,100,17.79
Amar'e,Stoudemire,NY,F,8611,Mia,7,12.71,0.29,5.29,0.43,1,1.86,54.000,67.700,17.96
Norris,Cole,Mia,G,8517,@NY,8,7.75,1.75,2.25,0.88,0,1.38,51.200,81.800,12.12
Nate,Robinson,Den,G,7905,OKC,7,8.14,2.57,1.71,1,0,1.86,46.500,70.0,12.43
Kenyon,Martin,NY,F,7648,Mia,6,4.33,1.5,3.67,0.83,0.5,1,44.400,100,11.58
Darrell,Arthur,Den,F,7604,OKC,5,7.4,1.6,6,0.8,1.2,1.6,38.500,83.300,17.20
Michael,Beasley,Mia,F,7504,@NY,7,9.43,0.71,4.71,0.71,0.29,2.14,49.000,73.700,14.04
Metta,World Peace,NY,F,7410,Mia,1,0,0,3,0,0,0,0,0,3.25
Jordan,Hamilton,Den,F,7405,OKC,6,4.83,0.5,2.17,0,0.5,0.33,39.300,50.0,7.38
Toure',Murry,NY,G,6850,Mia,7,5.14,2.71,2,1,0,1.14,42.400,58.300,10.86
Andre,Miller,Den,G,6820,OKC,3,2,1,1,0.33,0.67,1,33.300,66.700,4.92
Ray,Allen,Mia,G,6638,@NY,7,8.14,1.86,2.43,0.86,0.14,0.71,37.800,93.300,13.18
Pablo,Prigioni,NY,G,6620,Mia,0,0,0,0,0,0,0,0,0,0.00
Chris,Andersen,Mia,C,6588,@NY,5,5.8,0.6,3.4,0.2,0.4,0.8,78.600,77.800,10.85
Kendrick,Perkins,OKC,C,6479,@Den,8,4.25,1.12,6.38,0.75,0.75,1.38,44.100,66.700,14.22
Nick,Collison,OKC,F,6318,@Den,8,4.88,1.75,3.62,0.25,0.25,0.75,57.100,60.0,11.28
Steven,Adams,OKC,C,6299,@Den,8,5.25,0.88,3.12,0.25,0.38,1.12,60.900,77.800,9.78
Anthony,Randolph,Den,F,6010,OKC,5,3.8,0.4,1.4,0.4,0.6,0.4,46.200,87.500,6.95
Tim,Hardaway Jr.,NY,G,5965,Mia,7,9.14,0.57,1.71,0.14,0.14,0.43,38.200,81.200,9.64
Hasheem,Thabeet,OKC,C,5945,@Den,1,2,0,2,0,0,1,100,0,3.50
Rashard,Lewis,Mia,F,5912,@NY,7,5.57,0.71,1.14,1.29,0.14,0.71,42.900,100,8.79
Perry,Jones,OKC,F,5586,@Den,8,3.12,0.5,1.38,0.38,0.25,0.12,50.0,33.300,5.84
Thabo,Sefolosha,OKC,G,5545,@Den,8,6.5,1.25,3,0.38,0.38,0.88,37.800,83.300,10.88
Evan,Fournier,Den,G,5312,OKC,5,7.4,1.2,3.2,0.2,0,2,48.300,80.0,10.00
Roger,Mason Jr.,Mia,G,4835,@NY,5,1.4,0.8,1,0.4,0,0,20.0,100,3.85
Shane,Battier,Mia,F,4723,@NY,5,5.8,0.6,1.6,0.6,0.4,0.6,55.600,0,9.30
Derek,Fisher,OKC,G,4322,@Den,8,5.5,1.75,1.5,0.38,0,1.38,37.100,90.0,7.94
Udonis,Haslem,Mia,F,4243,@NY,6,2.67,0.33,2.67,0.5,0.33,0.33,29.200,50.0,6.25
Andre,Roberson,OKC,F,4065,@Den,4,1.5,1.25,1.5,0.75,0,0,60.0,0,6.50
Quincy,Miller,Den,F,3500,OKC,5,4.2,0,1.4,0,0,0.2,50.0,0,4.85
James,Jones,Mia,F,3500,@NY,1,3,0,0,0,0,0,50.0,0,2.50
