FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Durant,OKC,F,21410,Hou,81,28.15,4.62,7.90,1.43,1.30,3.46,51.000,90.500,42.18
DeMarcus,Cousins,Sac,C,20381,@SA,75,17.07,2.65,9.95,1.44,0.73,3,46.500,73.800,30.39
Stephen,Curry,GS,G,19752,@Cle,78,22.90,6.91,4.03,1.62,0.15,3.08,45.100,90.000,33.69
Dwight,Howard,Hou,C,18900,@OKC,76,17.05,1.42,12.43,1.11,2.45,2.96,57.800,49.200,34.21
Michael,Carter-Williams,Phi,G,17670,@LAL,18,18.11,7.67,5.5,3.06,0.72,3.61,41.000,68.800,34.88
Jeff,Teague,Atl,G,17289,@Orl,80,14.58,7.24,2.25,1.46,0.35,2.88,45.100,88.100,25.48
Tim,Duncan,SA,F,16968,Sac,69,17.78,2.67,9.94,0.72,2.65,2.13,50.200,81.700,34.91
Kyrie,Irving,Cle,G,16947,GS,59,22.46,5.93,3.66,1.51,0.36,3.24,45.200,85.500,31.10
David,Lee,GS,F,16709,@Cle,79,18.47,3.53,11.22,0.85,0.28,2.62,51.900,79.700,33.47
James,Harden,Hou,G,16588,@OKC,78,25.94,5.83,4.86,1.82,0.49,3.78,43.800,85.100,36.02
Paul,Millsap,Atl,F,16252,@Orl,78,14.55,2.58,7.10,1.31,1.03,1.77,49.000,74.200,26.74
Pau,Gasol,LAL,C,15393,Phi,49,13.73,4.08,8.59,0.49,1.24,2.12,46.600,70.200,28.25
Spencer,Hawes,Phi,C,15105,@LAL,82,11.04,2.23,7.20,0.29,1.38,1.60,46.400,77.700,22.26
Isaiah,Thomas,Sac,G,14900,@SA,79,13.92,4,2.04,0.85,0.04,1.77,44.000,88.200,19.31
Nikola,Vucevic,Orl,C,14832,Atl,77,13.09,1.86,11.91,0.79,1.03,1.83,51.900,68.300,29.53
Chandler,Parsons,Hou,F,14607,@OKC,76,15.49,3.54,5.32,0.99,0.42,1.93,48.600,72.900,24.87
Arron,Afflalo,Orl,G,14293,Atl,64,16.52,3.22,3.73,0.62,0.17,2.16,43.900,85.700,21.23
Thaddeus,Young,Phi,F,13910,@LAL,76,14.83,1.64,7.51,1.75,0.72,1.18,53.100,57.400,26.97
Andrew,Bogut,GS,C,13611,@Cle,32,5.81,2.09,7.66,0.62,1.72,1.09,45.100,50.0,20.24
Evan,Turner,Phi,F,13490,@LAL,82,13.34,4.32,6.30,0.87,0.21,2.28,41.900,74.000,23.50
Serge,Ibaka,OKC,F,13445,Hou,80,13.19,0.54,7.71,0.35,3.02,1.56,57.300,74.900,26.45
Tony,Parker,SA,G,12795,Sac,66,20.32,7.56,3,0.82,0.09,2.58,52.200,84.500,30.66
Rudy,Gay,Sac,F,12769,@SA,75,18.21,2.69,6.15,1.51,0.71,2.64,41.600,81.400,26.48
Kawhi,Leonard,SA,F,12445,Sac,58,11.88,1.60,5.97,1.67,0.55,1.07,49.400,82.500,22.64
Terrence,Jones,Hou,F,12262,@OKC,19,5.47,0.79,3.42,0.63,1,0.68,45.700,76.500,12.07
Jordan,Farmar,LAL,G,11915,Phi,20,9.2,4.45,3.25,0.75,0.2,2.2,42.700,75.00,17.11
Jameer,Nelson,Orl,G,11913,Atl,56,14.68,7.38,3.73,1.27,0.11,2.75,39.200,87.300,26.06
Tobias,Harris,Orl,F,11910,Atl,55,10.96,1.25,5.22,0.58,0.8,1.2,45.500,75.200,18.09
Klay,Thompson,GS,G,11740,@Cle,82,16.57,2.23,3.73,1.05,0.55,1.91,42.200,84.100,21.46
