FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Durant,OKC,F,22978,@Bkn,8,38.5,6.38,6.5,1.62,1,5.12,59.700,87.500,51.25
Kevin,Love,Min,F,20728,Mem,7,22.14,5,12.43,1,0.29,2.14,41.900,80.300,39.89
Stephen,Curry,GS,G,19975,@Uta,7,29.29,8.86,4,2.14,0.14,3.57,51.800,83.300,43.36
DeMarcus,Cousins,Sac,C,19515,@Dal,4,14.5,2.75,11.5,1.5,2.5,3,38.800,66.700,33.00
Al,Jefferson,Cha,C,19308,@LAL,7,27.14,2.57,13.14,0.71,1.43,2.29,55.300,67.600,43.86
Pau,Gasol,LAL,C,18278,Cha,7,21.43,3.29,12.71,1,1.43,1.86,51.700,78.900,40.68
Dirk,Nowitzki,Dal,F,17840,Sac,6,23.33,2.17,8.5,0.33,0.33,1.17,48.600,91.200,32.62
Paul,Millsap,Atl,F,17607,@Phi,5,21.6,3.8,7.4,2.2,1.8,2.4,50.0,83.900,37.65
Kyle,Lowry,Tor,G,16573,@Den,8,20.25,8.38,5.12,1.12,0.25,2.62,46.600,71.800,34.78
Ty,Lawson,Den,G,16227,Tor,5,17.6,10.4,3.2,1.6,0,2.2,43.300,84.400,33.90
Zach,Randolph,Mem,F,15764,@Min,6,17.67,2.67,11.83,0.83,0.67,2.17,46.100,70.600,32.29
Michael,Carter-Williams,Phi,G,15546,Atl,8,15.88,5.75,4.62,1.62,0.62,3.38,34.600,69.800,25.28
DeMar,DeRozan,Tor,G,15529,@Den,6,24.5,3.5,5.33,1.33,0.17,2,45.600,77.100,31.33
Nikola,Pekovic,Min,C,15389,Mem,6,17.33,1,9.17,0.17,0.5,1,56.200,87.500,27.54
Isaiah,Thomas,Sac,G,15101,@Dal,8,23.25,7.12,2.62,1,0.12,2.75,41.100,84.600,30.66
Nikola,Vucevic,Orl,C,14800,Mil,1,16,0,10,2,0,0,50.0,100,29.50
Gordon,Hayward,Uta,F,14758,GS,3,18.33,5,5.67,2,0.33,2.67,43.200,85.700,30.42
Mike,Conley,Mem,G,14696,@Min,6,19.17,5.33,3,1.17,0.17,1.67,50.600,84.600,28.33
Serge,Ibaka,OKC,F,14637,@Bkn,9,18.11,0.67,8,0.67,3.22,2,59.300,77.800,31.89
Evan,Turner,Phi,F,14575,Atl,8,16,3.62,5.12,0.88,0,1.5,42.900,82.900,23.91
David,Lee,GS,F,14353,@Uta,7,18.29,2,9.14,0.29,0.29,1.71,47.200,74.300,27.43
Rudy,Gay,Sac,F,14347,@Dal,5,18.6,3.4,3.2,0.2,0,3,53.500,84.600,21.60
Kemba,Walker,Cha,G,13890,@LAL,2,12.5,9,1.5,1,0.5,0.5,34.800,72.700,25.88
Ricky,Rubio,Min,G,13850,Mem,7,8,8.43,4.29,2.43,0,2,43.200,84.200,26.86
Derrick,Favors,Uta,F,13775,GS,4,11,0.5,11.75,0.25,1.25,1.5,37.500,73.700,24.19
JaVale,McGee,Den,C,13550,Tor,0,0,0,0,0,0,0,0,0,0.00
Andrew,Bogut,GS,C,13418,@Uta,7,8.29,1,11.57,0.71,3.14,1.57,72.500,0,29.25
