FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Durant,OKC,F,21410,Hou,7,27.71,4.57,8,1.43,0.57,2.57,51.900,87.800,41.00
DeMarcus,Cousins,Sac,C,20381,@SA,7,24.43,4.29,12,1.71,0.57,4.29,52.700,70.700,40.79
Stephen,Curry,GS,G,19752,@Cle,7,21.29,11.14,5.71,2.43,0.14,3.71,40.200,83.900,40.79
Dwight,Howard,Hou,C,18900,@OKC,8,20,2.12,13.62,1,1.88,4.12,65.00,55.600,38.16
Michael,Carter-Williams,Phi,G,17670,@LAL,3,20.33,9.33,4,2.67,0.67,3.33,42.100,78.600,36.67
Jeff,Teague,Atl,G,17289,@Orl,7,18.29,10,3.29,1.29,0.14,4,48.500,75.00,32.04
Tim,Duncan,SA,F,16968,Sac,7,16.29,3.29,12.14,0.71,2.57,2,42.400,76.900,36.25
Kyrie,Irving,Cle,G,16947,GS,7,27.14,6.14,2.14,1.57,0.71,3,47.300,93.900,34.89
David,Lee,GS,F,16709,@Cle,7,22.57,2,11.86,0.57,0.14,2.57,53.200,83.900,34.75
James,Harden,Hou,G,16588,@OKC,6,22,4,4.5,1.17,0.5,3.67,44.200,83.600,28.54
Paul,Millsap,Atl,F,16252,@Orl,7,20.29,2.43,9.86,1.86,1.14,3.71,50.500,82.400,34.68
Pau,Gasol,LAL,C,15393,Phi,6,16,3.5,9.33,0.5,1.67,3.17,53.800,68.800,30.67
Spencer,Hawes,Phi,C,15105,@LAL,5,13,3.2,7.8,0.4,0.6,2.4,47.200,70.0,24.05
Isaiah,Thomas,Sac,G,14900,@SA,7,19.57,7.71,3.57,1.71,0,3,45.800,79.300,31.46
Nikola,Vucevic,Orl,C,14832,Atl,6,12.5,1,12.17,1.17,1.5,1.67,47.100,90.0,29.71
Chandler,Parsons,Hou,F,14607,@OKC,8,18.5,3.75,6.88,1.12,0.38,1.88,55.300,76.700,30.53
Arron,Afflalo,Orl,G,14293,Atl,5,24.6,3,4.4,0.4,0,1.8,55.700,77.800,29.50
Thaddeus,Young,Phi,F,13910,@LAL,5,22.8,2,7,1.8,0.4,2.2,58.400,80.0,33.25
Andrew,Bogut,GS,C,13611,@Cle,7,8.43,0.86,13.29,0.86,2.14,1.71,60.900,30.0,28.82
Evan,Turner,Phi,F,13490,@LAL,4,12.75,4.25,5.75,0.75,0,2.25,34.500,81.800,20.81
Serge,Ibaka,OKC,F,13445,Hou,7,12.14,1,6.71,0.43,2.14,1.14,56.100,75.00,23.82
Tony,Parker,SA,G,12795,Sac,6,16.83,6,2.5,1.17,0,2.17,40.0,83.800,24.38
