FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
LeBron,James,Mia,F,21852,@Atl,7,30,6.29,6.14,1.29,0.29,3.29,57.500,82.000,42.11
LaMarcus,Aldridge,Por,F,21717,@Hou,6,28.17,2.83,12.17,0.83,1.17,2,52.400,90.0,44.29
Stephen,Curry,GS,G,20674,Ind,7,24.43,7.57,4.14,1.86,0.14,4.14,40.900,88.600,34.68
Blake,Griffin,LAC,F,20132,@Det,6,25.33,5.33,8,2.33,0.67,3,54.400,76.800,41.58
Anthony,Davis,NO,F,19827,@Mem,7,24.14,1.14,11.57,1.57,2,2.71,56.500,71.700,40.11
Carmelo,Anthony,NY,F,19620,Bkn,8,25.38,3.75,9.62,1.62,0.62,2.62,40.400,87.000,38.09
John,Wall,Was,G,19072,Phi,9,20.89,7.78,4,1.56,0.44,3.11,44.400,80.700,33.39
Joakim,Noah,Chi,C,18845,LAL,7,15,5,14.71,1.43,1.86,2.71,50.0,78.600,41.54
James,Harden,Hou,G,18581,Por,7,24,5.43,5.57,1.86,0.57,3.57,46.100,80.0,35.11
Paul,George,Ind,F,18168,@GS,7,22.14,3.43,7,1.43,0.14,2.43,45.100,92.100,32.11
Al,Jefferson,Cha,C,17966,Tor,7,20.71,2.57,10.57,1,0.86,1.14,53.300,73.900,35.93
Dwight,Howard,Hou,C,17959,Por,7,19,2,10.71,1.14,1.57,2,56.800,43.200,33.11
Pau,Gasol,LAL,C,17290,@Chi,8,20.12,4,10.75,0.25,1.38,2.75,48.500,75.00,35.12
Kyle,Lowry,Tor,G,16977,@Cha,8,18.62,7,4.25,1.12,0.5,2,48.500,77.800,32.06
DeAndre,Jordan,LAC,C,16603,@Det,6,11.33,0.83,14.33,1.17,3.83,1.17,58.300,57.100,36.92
Mike,Conley,Mem,G,16556,NO,7,22.29,7,3.43,1.57,0.29,1.71,49.600,83.900,34.57
Terrence,Jones,Hou,F,16075,Por,7,18.43,1.14,11.71,1.14,2.14,1,54.100,62.900,36.21
Anderson,Varejao,Cle,C,15943,Dal,7,10,4.29,13.71,1.57,0.86,1.43,52.700,75.00,34.86
Paul,Millsap,Atl,F,15877,Mia,5,14.8,4.4,5.2,1.8,0.6,2.2,36.800,86.400,25.90
Damian,Lillard,Por,G,15877,@Hou,6,21.67,5.83,5.33,0.67,0.33,2,43.200,93.500,32.42
Kyrie,Irving,Cle,G,15811,Dal,6,17.5,5.83,3,1.67,0.67,1.5,43.800,75.00,28.50
Michael,Carter-Williams,Phi,G,15674,@Was,7,16.43,5.29,5.43,1.29,0,3.29,41.700,70.0,25.29
Dirk,Nowitzki,Dal,F,15596,@Cle,9,22,2.56,5.56,0.89,0.67,1,45.600,86.500,30.00
Kemba,Walker,Cha,G,15480,Tor,7,19.86,7.29,3.57,1.29,0.43,1.86,44.200,76.300,31.68
Nicolas,Batum,Por,F,15452,@Hou,6,13,6.67,8.83,0.5,0.67,2.17,50.900,80.0,31.62
Zach,Randolph,Mem,F,15387,NO,7,16,3.29,10.71,0,0.86,1.86,39.100,78.800,28.89
Lance,Stephenson,Ind,G,15380,@GS,6,16.17,5.17,7.5,0.83,0,2.67,54.300,75.00,29.21
David,Lee,GS,F,15322,Ind,7,20.29,2.71,10.14,0.43,0.57,2,54.500,78.600,33.04
Andre,Drummond,Det,C,15279,LAC,7,11,0.57,14,0.71,2.71,1.29,53.600,42.500,31.43
Monta,Ellis,Dal,G,15176,@Cle,9,19.11,5.89,3.33,2.11,0.44,2.56,48.200,68.100,29.78
