FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Durant,OKC,F,22867,Tor,7,29.29,4.57,8.29,2,1,2.57,56.900,87.500,45.50
Kevin,Love,Min,F,22751,@LAC,7,29.29,4.43,13.71,0.71,0.57,2.29,47.300,87.500,47.43
Chris,Paul,LAC,G,20727,Min,7,21.86,9.86,4.71,2.43,0,2.14,49.500,81.200,40.89
Russell,Westbrook,OKC,G,18435,Tor,7,21,9.86,8.14,1.71,0.14,4.71,45.400,89.200,40.04
Paul,George,Ind,F,17407,Bos,7,21.86,4.14,6,1.86,0.14,2.57,43.00,89.100,32.50
Blake,Griffin,LAC,F,16968,Min,7,18.57,3.29,9.14,0.86,0.71,2.71,46.200,70.0,30.50
Amir,Johnson,Tor,F,14706,@OKC,6,17.83,1.5,9.33,1.33,1.33,1.33,70.100,73.300,33.75
DeAndre,Jordan,LAC,C,14637,Min,7,10,0.29,13.29,0.71,2.29,1.57,80.0,45.200,29.75
DeMar,DeRozan,Tor,G,14477,@OKC,6,22,5.33,5,1.33,1,2.67,42.000,83.300,32.25
Lance,Stephenson,Ind,G,14129,Bos,7,15.29,4.71,6.43,0.57,0,2,51.800,84.600,26.46
Nikola,Pekovic,Min,C,13867,@LAC,8,19.75,1,9,0.38,0.25,1.88,50.800,69.600,27.19
Ricky,Rubio,Min,G,13793,@LAC,8,10.62,6.38,4.5,2.38,0.12,2.75,32.100,82.900,24.38
Kyle,Lowry,Tor,G,13530,@OKC,6,15.5,7.33,4.5,1.67,0.17,2.83,44.700,100,29.46
Roy,Hibbert,Ind,C,13454,Bos,7,12.43,1.29,6.71,0.43,1.29,1,47.100,82.100,22.25
Jared,Sullinger,Bos,F,12957,@Ind,6,18,3,7,0.33,0.17,1.33,50.600,87.500,27.42
Serge,Ibaka,OKC,F,12939,Tor,7,12.71,1.14,6.43,0.43,1.71,1.43,54.300,70.600,22.68
Jordan,Crawford,Bos,G,12811,@Ind,6,15.33,6,3.33,0.5,0,1.83,37.800,82.600,23.08
Jonas,Valanciunas,Tor,C,12611,@OKC,6,12.33,0.83,8.83,0.5,1,2,52.600,87.500,23.21
David,West,Ind,F,12414,Bos,7,15.86,3,6,1,0.43,2.71,57.700,80.800,25.29
Jeff,Green,Bos,F,11362,@Ind,6,15.5,1.67,5.33,0.67,0.67,2,44.700,82.400,21.58
Brandon,Bass,Bos,F,10803,@Ind,6,11.17,0.83,8.17,1.17,0.67,1.17,44.200,75.00,22.12
Jamal,Crawford,LAC,G,10416,Min,7,16.86,2.43,2.14,1.29,0.29,2,34.700,84.400,19.25
Danny,Granger,Ind,F,10380,Bos,1,5,2,2,1,1,5,14.300,100,6.50
Kevin,Martin,Min,G,9869,@LAC,7,13.14,1.57,2.29,1.86,0,1.14,36.200,90.0,17.07
Reggie,Jackson,OKC,G,9856,Tor,7,14.29,3,3.86,0.71,0,1.86,49.400,100,20.25
George,Hill,Ind,G,9723,Bos,7,8.57,2.71,4,1,0.57,0.86,44.900,75.00,17.86
Avery,Bradley,Bos,G,9638,@Ind,6,14.83,1.33,5.33,0.83,0.33,1,45.300,75.00,21.17
Rasual,Butler,Ind,G,9543,Bos,5,4.8,0.2,0.8,0,0.4,0.4,56.200,0,5.80
Kris,Humphries,Bos,C,8480,@Ind,4,7,1.25,4.75,0.75,0.5,1.5,60.0,100,14.81
Jared,Dudley,LAC,F,8386,Min,7,11.57,2.29,3.71,0.86,0.14,0.86,44.300,85.700,17.93
Jeremy,Lamb,OKC,G,8162,Tor,7,11,1.43,3.14,0.86,0.29,0.71,51.600,100,16.43
Greivis,Vasquez,Tor,G,8065,@OKC,5,9.2,4,2.2,0.4,0,1.6,40.900,85.700,14.45
J.J.,Barea,Min,G,8002,@LAC,8,7.75,4.38,2,0.5,0,1.25,33.800,61.500,13.56
Matt,Barnes,LAC,F,7763,Min,0,0,0,0,0,0,0,0,0,0.00
Thabo,Sefolosha,OKC,G,7666,Tor,4,5.5,1.25,3.5,1.75,0.75,0.25,37.000,50.0,14.25
Terrence,Ross,Tor,G,7541,@OKC,6,13,1,4,1,0.5,2.17,42.600,75.00,16.92
