FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Durant,OKC,F,23867,Atl,7,38.71,6.43,6.43,1.43,0.71,5.29,59.600,86.800,50.18
Kevin,Love,Min,F,21534,@Chi,7,19.29,4.71,11.86,1,0.57,1.57,40.400,74.500,37.32
DeMarcus,Cousins,Sac,C,20438,@Uta,7,17.86,2.14,11.57,1.14,2,3.43,45.900,76.100,33.82
Blake,Griffin,LAC,F,18560,@Mil,7,26,4.86,7.43,1.14,0.29,2.43,52.900,74.600,37.64
Joakim,Noah,Chi,C,17744,Min,8,14.12,5.62,15.62,1.38,1.38,2.88,47.700,72.100,41.16
Paul,Millsap,Atl,F,16804,@OKC,6,19.83,3.67,6.33,2.67,1.5,1.83,48.300,81.600,35.33
DeAndre,Jordan,LAC,C,16509,@Mil,7,9.43,1.43,15.71,1.29,2,1.29,62.200,41.700,34.29
Goran,Dragic,Pho,G,16196,@Phi,7,20.57,6.43,5.57,1.71,0.29,3.14,50.500,66.700,33.25
Isaiah,Thomas,Sac,G,15999,@Uta,9,23.44,6.67,2.89,1.44,0.11,3.56,43.300,86.200,31.17
Kyle,Lowry,Tor,G,15776,@Bkn,8,17.38,8.25,4.75,1,0.5,2,43.700,74.300,32.50
Serge,Ibaka,OKC,F,15752,Atl,8,17.88,0.62,8.75,0.62,3.25,1.75,59.300,75.00,32.75
Nikola,Pekovic,Min,C,15341,@Chi,7,19.86,1.14,9.71,0.57,0.86,1.29,56.600,90.500,31.86
Rudy,Gay,Sac,F,15249,@Uta,7,19.29,3.29,3.43,0.86,0.57,2.29,54.00,88.900,25.64
Michael,Carter-Williams,Phi,G,15167,Pho,7,16.43,5,5.43,1.57,0.29,3.29,37.500,64.900,25.21
DeMar,DeRozan,Tor,G,14965,@Bkn,8,23.62,3.88,5.88,1.25,0.25,1.75,45.400,71.000,31.72
Spencer,Hawes,Phi,C,14712,Pho,7,11.29,4,9.29,0.86,0.86,2.71,39.300,66.700,25.82
