FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Anthony,Davis,NO,F,23815,Mia,64,13.55,0.98,8.16,1.17,1.75,1.39,51.600,75.100,26.68
LeBron,James,Mia,F,22571,@NO,76,26.79,7.25,8.03,1.70,0.88,2.97,56.500,75.300,45.14
Joakim,Noah,Chi,C,20483,Phi,66,11.88,3.97,11.11,1.18,2.14,2.67,48.100,75.100,32.76
Blake,Griffin,LAC,F,19929,Det,80,18,3.74,8.28,1.21,0.62,2.31,53.800,66.000,31.31
Chris,Paul,LAC,G,19225,Det,70,16.94,9.69,3.74,2.41,0.14,2.27,48.100,88.500,35.56
Stephen,Curry,GS,G,18661,SA,78,22.90,6.91,4.03,1.62,0.15,3.08,45.100,90.000,33.69
James,Harden,Hou,G,18169,@Cle,78,25.94,5.83,4.86,1.82,0.49,3.78,43.800,85.100,36.02
LaMarcus,Aldridge,Por,F,18090,@Cha,74,21.08,2.59,9.05,0.84,1.23,1.93,48.400,81.000,33.45
Al,Jefferson,Cha,C,17968,Por,78,17.83,2.10,9.23,1.03,1.14,1.35,49.400,77.000,31.19
Dwight,Howard,Hou,C,17677,@Cle,76,17.05,1.42,12.43,1.11,2.45,2.96,57.800,49.200,34.21
Nicolas,Batum,Por,F,17258,@Cha,73,14.34,4.93,5.64,1.25,1.14,2.60,42.300,84.800,27.45
Andre,Drummond,Det,C,16670,@LAC,60,7.93,0.5,7.62,0.98,1.58,0.95,60.800,37.100,20.44
Paul,George,Ind,F,16157,@Mem,79,17.43,4.14,7.63,1.81,0.65,2.95,41.900,80.700,30.48
Tyreke,Evans,NO,F,15996,Mia,65,15.18,3.52,4.42,1.38,0.42,1.97,47.800,77.500,24.08
Greg,Monroe,Det,F,15904,@LAC,81,16.02,3.47,9.59,1.30,0.68,2.89,48.600,68.900,30.17
DeAndre,Jordan,LAC,C,15628,Det,82,8.83,0.34,7.24,0.59,1.37,1.22,64.300,38.600,19.09
Nikola,Vucevic,Orl,C,15541,@Uta,77,13.09,1.86,11.91,0.79,1.03,1.83,51.900,68.300,29.53
Damian,Lillard,Por,G,15489,@Cha,82,19.05,6.48,3.13,0.90,0.23,2.96,42.900,84.400,27.20
Kyrie,Irving,Cle,G,15310,Hou,59,22.46,5.93,3.66,1.51,0.36,3.24,45.200,85.500,31.10
Tim,Duncan,SA,F,15162,@GS,69,17.78,2.67,9.94,0.72,2.65,2.13,50.200,81.700,34.91
Marc,Gasol,Mem,C,15101,Ind,80,14.09,3.98,7.78,1,1.74,1.96,49.400,84.800,30.23
Michael,Carter-Williams,Phi,G,15039,@Chi,57,16.86,6.26,6,1.91,0.65,3.79,39.900,68.900,29.61
Dwyane,Wade,Mia,G,14916,@NO,69,21.20,5.10,4.99,1.86,0.81,2.81,52.100,72.500,32.96
Josh,Smith,Det,F,14907,@LAC,76,17.46,4.22,8.41,1.24,1.79,2.97,46.500,51.700,32.21
Thaddeus,Young,Phi,F,14904,@Chi,76,14.83,1.64,7.51,1.75,0.72,1.18,53.100,57.400,26.97
David,Lee,GS,F,14502,SA,79,18.47,3.53,11.22,0.85,0.28,2.62,51.900,79.700,33.47
Kemba,Walker,Cha,G,13993,Por,82,17.74,5.74,3.45,1.95,0.38,2.44,42.300,79.800,28.06
Zach,Randolph,Mem,F,13848,Ind,76,15.38,1.42,11.24,0.80,0.41,1.97,46.000,75.00,27.88
Tony,Parker,SA,G,13800,@GS,66,20.32,7.56,3,0.82,0.09,2.58,52.200,84.500,30.66
Mike,Conley,Mem,G,13687,Ind,80,14.6,6.09,2.81,2.18,0.3,2.36,44.000,83.000,26.25
Spencer,Hawes,Cle,C,13648,Hou,82,11.04,2.23,7.20,0.29,1.38,1.60,46.400,77.700,22.26
Chris,Bosh,Mia,C,13584,@NO,74,16.65,1.66,6.77,0.89,1.36,1.73,53.500,79.800,27.12
Kawhi,Leonard,SA,F,13162,@GS,58,11.88,1.60,5.97,1.67,0.55,1.07,49.400,82.500,22.64
Luol,Deng,Cle,F,13057,Hou,75,16.49,2.96,6.35,1.08,0.43,1.92,42.600,81.600,25.43
David,West,Ind,F,12960,@Mem,73,17.12,2.92,7.71,1.01,0.95,2.15,49.800,76.800,28.93
Lance,Stephenson,Ind,G,12900,@Mem,78,8.81,2.86,3.90,1.04,0.21,1.40,46.000,65.200,16.73
Chandler,Parsons,Hou,F,12870,@Cle,76,15.49,3.54,5.32,0.99,0.42,1.93,48.600,72.900,24.87
Terrence,Jones,Hou,F,12822,@Cle,19,5.47,0.79,3.42,0.63,1,0.68,45.700,76.500,12.07
Derrick,Favors,Uta,F,12767,Orl,77,9.44,0.97,7.09,0.87,1.69,1.68,48.200,68.800,20.77
Gordon,Hayward,Uta,F,12701,Orl,72,14.12,2.96,3.12,0.81,0.53,1.67,43.500,82.700,20.08
Andrew,Bogut,GS,C,12539,SA,32,5.81,2.09,7.66,0.62,1.72,1.09,45.100,50.0,20.24
Jimmy,Butler,Chi,G,12517,Phi,82,8.60,1.40,4,0.95,0.38,0.76,46.700,80.300,15.66
Dion,Waiters,Cle,G,12474,Hou,61,14.66,3,2.44,0.97,0.26,1.98,41.200,74.600,18.32
Anderson,Varejao,Cle,C,12364,Hou,25,14.12,3.36,14.44,1.48,0.56,1.76,47.800,75.500,36.01
Tobias,Harris,Orl,F,12277,@Uta,55,10.96,1.25,5.22,0.58,0.8,1.2,45.500,75.200,18.09
Jameer,Nelson,Orl,G,12087,@Uta,56,14.68,7.38,3.73,1.27,0.11,2.75,39.200,87.300,26.06
Brandon,Jennings,Det,G,12031,@LAC,80,17.46,6.51,3.08,1.56,0.12,2.54,39.900,81.900,26.91
Taj,Gibson,Chi,F,11994,Phi,65,7.95,0.94,5.31,0.42,1.38,1.17,48.500,67.900,16.36
Carlos,Boozer,Chi,F,11835,Phi,79,16.22,2.27,9.76,0.84,0.35,2.23,47.700,73.100,27.74
Jarrett,Jack,Cle,G,11488,Hou,79,12.95,5.54,3.08,0.76,0.14,1.99,45.200,84.300,21.75
Klay,Thompson,GS,G,11487,SA,82,16.57,2.23,3.73,1.05,0.55,1.91,42.200,84.100,21.46
Robin,Lopez,Por,C,11435,@Cha,82,11.33,0.78,5.63,0.39,1.56,1.34,53.400,77.800,19.78
Jamal,Crawford,LAC,G,11065,Det,76,16.51,2.54,1.68,1.04,0.17,1.92,43.800,87.100,18.96
Eric,Gordon,NO,G,10952,Mia,42,16.98,3.26,1.83,1.07,0.19,2.79,40.200,84.200,19.33
Omer,Asik,Hou,C,10893,@Cle,82,10.15,0.91,11.66,0.56,1.06,2.11,54.100,56.200,24.71
Wesley,Matthews,Por,G,10888,@Cha,69,14.81,2.52,2.77,1.30,0.26,1.58,43.600,79.700,20.03
Victor,Oladipo,Orl,G,10780,@Uta,67,13.84,4.13,4.28,1.55,0.54,3.10,41.300,78.100,22.55
George,Hill,Ind,G,10765,@Mem,76,14.16,4.67,3.74,1.07,0.34,1.53,44.300,81.700,23.68
Mike,Dunleavy,Chi,F,10604,Phi,75,10.47,1.93,3.88,0.52,0.47,1.2,44.200,82.000,16.52
Tony,Wroten,Phi,G,10575,@Chi,35,2.6,1.23,0.8,0.23,0.11,0.83,38.400,72.400,4.43
