FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Durant,OKC,F,22398,@Min,7,28.29,4.29,9,0.86,0.57,3,50.800,88.700,40.82
Kevin,Love,Min,F,22275,OKC,6,30.83,3.83,12.5,0.83,0.33,1.5,53.800,84.600,47.79
LeBron,James,Mia,F,21801,@Orl,6,26.67,6.83,6.83,0.5,0.5,2.83,57.000,59.000,39.46
DeMarcus,Cousins,Sac,C,21323,Cha,7,24.43,2.86,13.43,2,1,3.57,52.100,64.500,42.00
Chris,Paul,LAC,G,21151,@SA,8,19.62,10.88,4.38,2.75,0,2.5,46.100,85.700,39.78
LaMarcus,Aldridge,Por,F,18986,Phi,6,22.5,3.33,10.33,0.17,0.83,0.33,44.100,88.200,35.58
Anthony,Davis,NO,F,18852,@Ind,7,20,0.86,10,0.71,2.71,1.29,59.600,63.600,35.50
Paul,Millsap,Atl,F,18786,@Chi,7,22.14,2.29,11,1.43,1.71,3.43,45.500,80.800,37.11
Blake,Griffin,LAC,F,18296,@SA,8,27.75,2.88,11.62,1,0.62,3.38,52.900,79.500,41.03
Thaddeus,Young,Phi,F,18210,@Por,6,25.83,2.67,8.67,3,0.83,1.83,53.200,89.700,42.00
Evan,Turner,Phi,F,17063,@Por,5,21.6,5.2,7.6,1.4,0.4,2.2,45.300,80.0,34.60
Paul,George,Ind,F,16820,NO,6,21.83,3,6.5,1.67,0.33,2.33,50.0,85.200,31.88
Al,Jefferson,Cha,C,16791,@Sac,8,20,1.5,11.88,0.88,1.12,1.25,47.100,61.900,34.22
Jeff,Teague,Atl,G,16740,@Chi,7,20.14,8.43,3.29,1.71,0.14,3.57,47.800,78.800,32.32
Nikola,Vucevic,Orl,C,16578,Mia,5,11.6,1,9.4,1.2,1.6,2.2,54.00,100,25.95
Kyrie,Irving,Cle,G,16533,@Bkn,7,26.14,6.29,2.57,1.29,0.86,3,48.600,94.300,34.86
Ricky,Rubio,Min,G,16353,OKC,6,6.5,9.67,5.83,2.67,0.33,2.33,35.500,88.900,30.12
Jrue,Holiday,NO,G,16158,@Ind,7,14.86,8.14,4.14,1.57,0.29,2.86,45.100,66.700,28.89
Joakim,Noah,Chi,C,16019,Atl,6,12.17,4,12.17,1.67,1.17,2.33,40.300,85.200,33.29
Michael,Carter-Williams,Phi,G,15989,@Por,6,16.17,7.33,5,2.67,0.83,3.33,40.0,79.300,32.08
