FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Durant,OKC,F,22889,Mem,4,35.25,7.25,8.25,2,0,4.5,48.500,82.500,48.56
Carmelo,Anthony,NY,F,21937,GS,6,36,2.83,7.67,1,0.83,2.67,51.000,77.100,43.67
DeMarcus,Cousins,Sac,C,18987,@LAL,3,18.67,2.67,7.33,1.33,1.67,4,48.600,80.0,29.83
Joakim,Noah,Chi,C,18501,@Dal,6,14,6.33,12,0.83,1.83,2.33,56.100,76.900,38.92
Anthony,Davis,NO,F,18356,@Pho,5,18,1.8,10.8,0.6,2.6,1.2,50.0,90.900,35.70
Stephen,Curry,GS,G,18019,@NY,5,15.8,7.2,3.8,1,0,2.6,41.800,83.300,26.65
Rudy,Gay,Sac,F,17172,@LAL,4,23.75,3.75,7.25,1.5,1.25,2.75,46.200,86.400,35.56
Kyrie,Irving,Cle,G,16711,Uta,6,20.67,7,4.17,1.5,0.17,2.33,42.00,90.600,32.29
Al,Jefferson,Cha,C,16446,@SA,4,25,2.5,9.75,0.25,0.75,2.25,47.300,73.700,34.06
Goran,Dragic,Pho,G,16301,NO,5,19.4,6.2,2.8,1.2,0.8,3.2,50.700,57.100,28.30
Isaiah,Thomas,Sac,G,16251,@LAL,4,23,7.5,3.5,1.75,0.25,5,52.500,84.600,33.62
David,Lee,GS,F,16013,@NY,3,20.67,0.67,10.33,2,1.33,2.67,47.200,75.00,33.25
Dirk,Nowitzki,Dal,F,15358,Chi,5,20.8,3.6,5.2,1,0.2,1.2,53.500,100,30.60
Kemba,Walker,Cha,G,15029,@SA,4,22.5,8.75,5.5,1,0.25,3,41.800,86.200,36.62
Pau,Gasol,LAL,C,15002,Sac,4,17,2,9.25,0.5,2,1.5,52.900,77.800,31.56
Marc,Gasol,Mem,C,14904,@OKC,4,13.5,4,8,1.25,2.25,1,45.800,76.900,31.88
Tim,Duncan,SA,F,14763,Cha,3,15,2.67,9,1,0.67,2.67,41.500,91.700,26.75
Serge,Ibaka,OKC,F,14608,Mem,4,15,1.25,8.5,0,3,1.25,56.200,75.00,29.38
Eric,Bledsoe,Pho,G,14315,NO,0,0,0,0,0,0,0,0,0,0.00
Russell,Westbrook,OKC,G,14258,Mem,3,17.67,5.67,4.33,1.33,0,3.33,35.700,85.700,25.92
Tyson,Chandler,NY,C,13845,GS,6,11.33,0.83,13.17,0.83,1.5,2.17,58.700,66.700,29.38
Gordon,Hayward,Uta,F,13626,@Cle,5,11.2,5.8,5.2,1.2,0.4,2.8,37.500,73.300,22.90
Derrick,Favors,Uta,F,13535,@Cle,2,17.5,1.5,5.5,0.5,2.5,1,81.200,75.00,30.12
Monta,Ellis,Dal,G,13077,Chi,5,16,6.4,2.6,2.2,0,3.6,40.500,78.900,24.85
Zach,Randolph,Mem,F,12954,@OKC,4,14.75,2,9.25,0.5,0,2.25,48.100,58.300,23.94
Anderson,Varejao,Cle,C,12950,Uta,0,0,0,0,0,0,0,0,0,0.00
Mike,Conley,Mem,G,12615,@OKC,4,13.5,4.25,3.25,1.25,0.5,2.5,34.600,84.200,20.31
Tony,Parker,SA,G,12515,Cha,0,0,0,0,0,0,0,0,0,0.00
Markieff,Morris,Pho,F,12452,NO,6,18,2,5.83,1.5,0.67,1.83,52.100,75.600,27.04
Carlos,Boozer,Chi,F,12400,@Dal,6,14.17,1.17,9,0.83,0.5,1.5,47.900,83.300,24.92
Tristan,Thompson,Cle,F,12219,Uta,6,12.67,1.67,10.83,0.67,0.17,1.83,50.900,73.300,25.71
Jimmy,Butler,Chi,G,12163,@Dal,4,13.5,3.5,3.75,1.5,2,0.5,60.600,80.0,27.94
Andrew,Bogut,GS,C,12041,@NY,2,6,2,6.5,0.5,1,2.5,50.0,50.0,15.88
Spencer,Hawes,Cle,C,11964,Uta,5,11.8,2.4,8.4,0,1.4,1.6,41.100,83.300,23.70
Kawhi,Leonard,SA,F,11955,Cha,1,15,4,6,2,2,2,55.600,100,32.50
Luol,Deng,Cle,F,11821,Uta,6,14.83,2.5,6.17,1.33,0,1.17,34.100,86.700,22.79
Raymond,Felton,NY,G,11670,GS,6,8.67,6.5,4,1.5,0.67,1.67,35.100,100,23.00
Andre,Iguodala,GS,F,11606,@NY,5,8.2,4.2,6.2,1.6,0.4,0.6,37.800,85.700,22.75
Taj,Gibson,Chi,F,11420,@Dal,6,16,1.33,6.83,0.33,0.83,1.67,48.100,87.000,23.54
Trey,Burke,Uta,G,11264,@Cle,5,14.6,5.6,3.6,0.6,0.2,1.2,43.500,100,24.00
