FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Durant,OKC,F,23213,@Uta,81,28.15,4.62,7.90,1.43,1.30,3.46,51.000,90.500,42.18
DeMarcus,Cousins,Sac,C,21312,Por,75,17.07,2.65,9.95,1.44,0.73,3,46.500,73.800,30.39
LeBron,James,Mia,F,20749,NO,76,26.79,7.25,8.03,1.70,0.88,2.97,56.500,75.300,45.14
Stephen,Curry,GS,G,20028,@Mil,78,22.90,6.91,4.03,1.62,0.15,3.08,45.100,90.000,33.69
John,Wall,Was,G,19855,@Cha,49,18.49,7.61,4,1.31,0.76,3.20,44.100,80.400,31.02
Anthony,Davis,NO,F,19416,@Mia,64,13.55,0.98,8.16,1.17,1.75,1.39,51.600,75.100,26.68
LaMarcus,Aldridge,Por,F,19279,@Sac,74,21.08,2.59,9.05,0.84,1.23,1.93,48.400,81.000,33.45
Carmelo,Anthony,NY,F,18864,Det,67,28.66,2.55,6.87,0.78,0.48,2.61,44.900,83.000,34.19
Pau,Gasol,LAL,C,18665,@Dal,49,13.73,4.08,8.59,0.49,1.24,2.12,46.600,70.200,28.25
Thaddeus,Young,Phi,F,18304,@Cle,76,14.83,1.64,7.51,1.75,0.72,1.18,53.100,57.400,26.97
Kyle,Lowry,Tor,G,17404,@Ind,68,11.63,6.40,4.72,1.38,0.35,2.31,40.100,79.500,25.19
Kyrie,Irving,Cle,G,16977,Phi,59,22.46,5.93,3.66,1.51,0.36,3.24,45.200,85.500,31.10
David,Lee,GS,F,16714,@Mil,79,18.47,3.53,11.22,0.85,0.28,2.62,51.900,79.700,33.47
Ty,Lawson,Den,G,16382,Bos,73,16.66,6.86,2.71,1.47,0.11,2.49,46.100,75.600,26.90
Al,Jefferson,Cha,C,16282,Was,78,17.83,2.10,9.23,1.03,1.14,1.35,49.400,77.000,31.19
Evan,Turner,Phi,F,16116,@Cle,82,13.34,4.32,6.30,0.87,0.21,2.28,41.900,74.000,23.50
Joakim,Noah,Chi,C,16081,Pho,66,11.88,3.97,11.11,1.18,2.14,2.67,48.100,75.100,32.76
Paul,George,Ind,F,16076,Tor,79,17.43,4.14,7.63,1.81,0.65,2.95,41.900,80.700,30.48
Marc,Gasol,Mem,C,15788,SA,80,14.09,3.98,7.78,1,1.74,1.96,49.400,84.800,30.23
Tim,Duncan,SA,F,15755,@Mem,69,17.78,2.67,9.94,0.72,2.65,2.13,50.200,81.700,34.91
Isaiah,Thomas,Sac,G,15752,Por,79,13.92,4,2.04,0.85,0.04,1.77,44.000,88.200,19.31
Zach,Randolph,Mem,F,15726,SA,76,15.38,1.42,11.24,0.80,0.41,1.97,46.000,75.00,27.88
