FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Durant,OKC,F,22386,Por,7,28.43,4.57,8.57,1.43,0.43,2.57,52.200,88.900,42.21
Stephen,Curry,GS,G,20876,@Orl,7,21.14,11.71,6.14,2.29,0.29,3.57,39.800,80.0,41.89
DeMarcus,Cousins,Sac,C,20132,@Hou,7,25.57,4,12.57,1.71,0.71,3.71,52.100,68.800,42.57
Dwight,Howard,Hou,C,18334,Sac,8,19.5,2.25,13.5,1,1.62,3.62,61.300,54.200,37.44
LaMarcus,Aldridge,Por,F,18132,@OKC,6,23.5,3.67,10.33,0.5,0.67,0.83,43.800,83.300,36.42
Paul,George,Ind,F,17917,Cle,6,23.33,3.83,6.67,2.17,0.17,2,51.600,88.600,36.08
Kyle,Lowry,Tor,G,17802,@Chi,6,21.5,8.67,5.33,1.67,0.17,2.5,44.300,87.200,37.83
Paul,Millsap,Atl,F,16881,@Bos,7,20.14,2.57,9.71,1.57,1.43,3,45.100,80.500,34.57
Tim,Duncan,SA,F,16754,Bkn,7,15.57,3.14,12.29,0.71,2.86,2,41.400,79.400,36.14
Jeff,Teague,Atl,G,16752,@Bos,7,20.86,10.29,3.71,1.57,0.29,3.86,50.0,76.500,36.29
Isaiah,Thomas,Sac,G,16345,@Hou,7,20.71,7.86,3.86,1.43,0,2.86,46.400,80.800,32.68
Kyrie,Irving,Cle,G,16230,@Ind,7,28.29,7,2.29,1.14,0.71,2.71,48.300,94.300,36.93
Joakim,Noah,Chi,C,16194,Tor,7,13,2.71,10.86,1.71,1,2.43,43.800,81.800,30.29
Nikola,Vucevic,Orl,C,15752,GS,6,13,1.17,11.83,1.5,1.67,2,48.600,100,30.79
James,Harden,Hou,G,15751,Sac,6,19.17,4,4.5,1,0.67,3.5,41.600,83.000,26.12
David,Lee,GS,F,15698,@Orl,7,22.71,2.29,10.57,0.57,0.29,2.43,56.300,86.200,34.64
Pau,Gasol,LAL,C,15600,Mil,5,16.2,3.6,9.8,0.4,1.2,2.6,60.0,61.500,31.55
John,Henson,Mil,F,15091,@LAL,4,15,1.5,10,0,2.5,1,53.300,70.600,30.50
Nicolas,Batum,Por,F,14965,@OKC,6,13.83,5,7.17,0.33,1.17,2.83,39.100,92.00,27.04
Lance,Stephenson,Ind,G,14951,Cle,6,18.83,6,8,0.67,0,2.5,53.100,89.500,33.33
Luol,Deng,Chi,F,14675,Tor,2,22,3,6.5,0.5,0,1.5,48.400,70.600,28.88
Arron,Afflalo,Orl,G,14579,GS,5,23.8,4,4.2,0.6,0,2.2,60.900,75.900,30.65
Chandler,Parsons,Hou,F,14292,Sac,8,18,3.25,6.25,0.88,0.25,1.5,55.00,77.800,28.25
Brandon,Knight,Mil,G,14048,@LAL,6,21.5,6.83,6.5,1,0.33,2.67,43.100,78.600,34.21
Khris,Middleton,Mil,F,13853,@LAL,6,19.67,2.83,7.33,1.33,0.67,1.67,45.400,88.200,30.83
Damian,Lillard,Por,G,13747,@OKC,6,26.67,6.17,4.17,0.83,0.33,2.67,50.500,73.300,35.71
Tony,Parker,SA,G,13495,Bkn,6,18,6,2,1.17,0,1.83,44.000,81.100,25.50
Rudy,Gay,Sac,F,13413,@Hou,7,17.71,2.43,4.71,1.43,0.86,3.57,45.600,76.500,23.68
Andrew,Bogut,GS,C,13398,@Orl,7,8.86,0.86,12,0.71,1.71,1.57,63.800,50.0,27.07
DeMar,DeRozan,Tor,G,13190,@Chi,6,20,3.83,5,1.33,0.5,3.17,38.700,73.200,25.92
Jordan,Hill,LAL,F,13153,Mil,8,11.38,0.5,7.25,0.5,0.75,1,58.900,69.400,20.56
Deron,Williams,Bkn,G,13115,@SA,7,13.57,8.86,2.14,1.43,0.57,3.14,47.200,73.900,27.25
Wesley,Matthews,Por,G,13100,@OKC,6,18.83,2.33,4.67,1,0.33,1.17,47.400,90.900,26.08
Serge,Ibaka,OKC,F,12750,Por,7,12.71,1.14,7.14,0.43,2.14,1.43,54.900,75.00,24.64
Roy,Hibbert,Ind,C,12339,Cle,6,9.17,1.5,6.33,0.5,1.5,1.33,44.700,65.00,19.25
Reggie,Jackson,OKC,G,12252,Por,7,13.86,3.71,3.57,0.86,0,2.14,40.400,84.600,19.32
Jonas,Valanciunas,Tor,C,12132,@Chi,6,12.67,0.5,10.33,0.17,1.17,2,57.100,70.600,24.58
Tobias,Harris,Orl,F,11998,GS,6,14.5,1.83,7.5,0.83,0,1,42.900,75.900,23.38
Jameer,Nelson,Orl,G,11988,GS,6,12.83,6.17,5,0.67,0,2.33,45.200,90.0,24.42
Terrence,Jones,Hou,F,11964,Sac,8,11.62,1.88,6.5,0.25,1.25,0.38,52.600,58.800,22.50
Andre,Iguodala,GS,F,11929,@Orl,7,6.86,3,3.86,1.29,0.43,2.29,47.500,42.900,15.54
Taj,Gibson,Chi,F,11884,Tor,7,12.86,1.57,5,0.43,2,2.57,54.800,68.800,21.04
Robin,Lopez,Por,C,11851,@OKC,6,9.83,0.67,7.33,0.33,1.67,1.83,61.100,83.300,20.75
Klay,Thompson,GS,G,11755,@Orl,7,17,2.71,3.57,1.57,0.57,2.14,42.000,66.700,22.68
Anderson,Varejao,Cle,C,11706,@Ind,7,5.71,1.43,9.86,0.71,1.14,1.14,43.200,88.900,21.18
Paul,Pierce,Bkn,F,11515,@SA,7,14.57,2.29,5.14,1,0.86,2.71,48.500,77.400,22.43
Amir,Johnson,Tor,F,11482,@Chi,6,10.67,1.17,8.83,1.33,1.33,1.5,55.300,71.400,25.21
Carlos,Boozer,Chi,F,11479,Tor,7,14.29,1.71,8.14,0.86,0.14,2.29,46.600,72.00,22.89
Brandon,Bass,Bos,F,11477,Atl,5,8.6,2,6,0.8,0.8,0.8,40.500,85.700,19.10
Jordan,Crawford,Bos,G,11395,Atl,5,14.2,5,3.2,0.6,0,2.6,41.900,100,20.70
Avery,Bradley,Bos,G,11359,Atl,5,18,1.4,5.8,1,0,1.6,52.600,50.0,23.85
Glen,Davis,Orl,F,11301,GS,6,14.33,1.67,7.17,0.83,0.33,1.67,47.500,58.800,22.38
Jordan,Farmar,LAL,G,11294,Mil,3,9,5.67,5,1.33,0,3.33,32.300,62.500,19.08
Larry,Sanders,Mil,C,11263,@LAL,2,9.5,0.5,8.5,1.5,1,2,66.700,30.0,21.12
Lou,Williams,Atl,G,11176,@Bos,7,13.43,3.29,1.86,1.14,0,1,41.700,81.800,18.68
David,West,Ind,F,11165,Cle,6,13.33,3.5,4.83,0.67,0.17,2.83,53.100,75.00,20.62
Jeff,Green,Bos,F,11161,Atl,5,12.8,1.2,5.6,1,1,2.6,37.900,87.500,19.20
Manu,Ginobili,SA,G,11136,Bkn,7,18.14,3.29,3.71,1.14,0,2.71,51.200,96.700,24.29
Tristan,Thompson,Cle,F,10768,@Ind,7,14,0.86,8.57,0,0.29,2.29,53.200,59.300,20.93
Jeremy,Lin,Hou,G,10620,Sac,5,13.4,3.6,3.2,0.6,0.4,3,38.900,73.100,17.80
Victor,Oladipo,Orl,G,10596,GS,6,9.5,4.83,3.17,0.83,0.5,1.67,31.700,68.200,17.71
Jared,Sullinger,Bos,F,10594,Atl,5,15.8,2.4,7,0.4,0.6,1.4,43.500,75.00,24.35
