FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Love,Min,F,23454,@Uta,4,32.75,3.25,14,0.75,0.25,2.5,47.100,90.700,48.50
Carmelo,Anthony,NY,F,19732,@Atl,6,31.67,2.83,7.83,1.33,0.5,2,46.900,78.600,40.12
Al,Jefferson,Cha,C,18933,Mem,6,27,2.5,9.5,0.83,1.33,2.17,53.300,72.00,38.96
DeMarcus,Cousins,Sac,C,18570,Bos,4,21.25,1.75,13,0.5,1.25,3.5,43.300,80.500,34.88
Stephen,Curry,GS,G,17882,Bkn,5,23.6,7.6,3,1,0,3.2,51.400,92.00,33.75
Andre,Drummond,Det,C,17677,Dal,7,15.43,0.71,14.57,1.57,1.43,1.29,63.000,24.00,35.93
David,Lee,GS,F,17235,Bkn,4,21.25,2,12.25,1.75,0.75,2.75,52.300,73.900,37.19
Anthony,Davis,NO,F,17110,@Was,6,18.83,1.67,8.33,1.83,2,2,54.700,70.400,33.50
John,Wall,Was,G,17030,NO,6,18.5,8.67,3,1.67,0.5,2.83,40.400,78.600,31.33
Paul,George,Ind,F,16501,@Mil,6,21.5,3.5,6.33,1.83,0.33,3,38.500,100,30.42
Rajon,Rondo,Bos,G,16286,@Sac,4,13.75,9.25,5.75,1,0,1.5,39.600,71.400,31.06
Paul,Millsap,Atl,F,15768,NY,6,17.17,3.83,7.67,1.83,0.5,2.83,42.700,69.700,29.58
Ricky,Rubio,Min,G,15359,@Uta,5,12,10.6,4.4,2.4,0.4,2.4,34.500,75.00,32.40
Dirk,Nowitzki,Dal,F,15200,@Det,6,20.17,3,5.67,0.5,0.33,0.83,54.100,93.300,29.58
Kemba,Walker,Cha,G,15143,Mem,6,16.67,8.33,5,0.67,0.5,2.17,37.000,82.100,30.33
Josh,Smith,Det,F,14497,Dal,7,18,4.14,8.43,1.14,1.86,2.29,43.400,57.100,32.68
Isaiah,Thomas,Sac,G,14477,Bos,5,23.2,7.2,2.4,1.6,0.2,3.2,44.200,80.600,31.50
Nikola,Pekovic,Min,C,14225,@Uta,0,0,0,0,0,0,0,0,0,0.00
Monta,Ellis,Dal,G,14111,@Det,6,15.83,4.17,4.5,1.67,0.33,3.33,40.700,80.600,23.88
Brandon,Jennings,Det,G,14063,Dal,7,21,8.43,3.86,1.29,0,2.29,40.900,80.600,33.39
Zach,Randolph,Mem,F,13846,@Cha,6,16.83,1.83,8,0.5,0.5,3.17,50.600,75.00,24.50
Trevor,Ariza,Was,F,13832,NO,6,14.83,2,7.67,2.5,0.67,1.5,43.300,80.0,28.83
Greg,Monroe,Det,F,13796,Dal,7,15.71,2,9.14,1.29,0.86,2,53.900,58.300,28.79
Jared,Sullinger,Bos,F,13685,@Sac,6,13.67,1,10.83,0.33,1.17,1.5,42.000,75.00,25.79
Gordon,Hayward,Uta,F,13639,Min,6,12.5,6.67,6.5,2,0.5,2.17,32.800,86.700,29.38
Rudy,Gay,Sac,F,13593,Bos,4,13.75,3.5,7,1,1.25,3.75,31.800,68.800,22.25
Mike,Conley,Mem,G,13335,@Cha,2,15.5,4.5,3.5,1,0.5,2.5,36.00,85.700,22.62
Nate,Wolters,Mil,G,13231,Ind,5,13.4,5.2,5.6,1.2,0.6,1,46.800,57.100,27.20
Brandon,Knight,Mil,G,13107,Ind,4,21.25,6.25,2.25,0.75,0.25,2.75,41.200,88.900,27.31
Bradley,Beal,Was,G,12973,NO,6,18.33,4.67,4,0.83,0.17,1.83,42.400,100,25.75
Derrick,Favors,Uta,F,12945,Min,4,6.25,0.75,6,0.5,1.75,1.5,34.800,60.0,15.25
Marc,Gasol,Mem,C,12855,@Cha,6,10.5,3.83,7.67,1.17,1.83,1.67,42.200,90.0,27.00
Lance,Stephenson,Ind,G,12712,@Mil,5,12.8,3.8,8,0.6,0,3.2,44.300,60.0,22.70
Andre,Iguodala,GS,F,12691,Bkn,5,11.2,4,6.4,1.4,0.4,0.8,52.300,75.00,25.70
Deron,Williams,Bkn,G,12612,@GS,5,12.8,5,3.2,1.2,0.2,2.6,37.500,88.900,20.80
Marcin,Gortat,Was,C,12546,NO,6,14,1.5,8.83,0.33,1,2,69.800,55.600,25.96
Josh,McRoberts,Cha,F,12271,Mem,6,10.67,4.33,4.67,0.67,0.83,0.83,56.400,77.800,23.58
Alec,Burks,Uta,G,12190,Min,6,16.17,1.5,4.33,1.33,0,3,44.900,70.500,19.25
Tyson,Chandler,NY,C,12177,@Atl,6,11.33,1.33,9,1.5,1.33,2,68.200,53.300,26.50
David,West,Ind,F,12147,@Mil,6,17,2.33,5.83,1,0.67,2,57.500,75.00,26.04
Jeff,Green,Bos,F,12142,@Sac,6,18.67,2.33,3.17,1.33,0.33,2,38.800,80.800,21.79
Nick,Calathes,Mem,G,11881,@Cha,6,11.33,5,4,1.83,0.5,2.83,50.0,80.0,23.08
George,Hill,Ind,G,11389,@Mil,6,15.83,5.5,4.83,1.17,0.33,1.67,55.900,82.600,28.96
Eric,Gordon,NO,G,11349,@Was,6,16.67,2.83,1.17,0.83,0.33,1.33,46.200,68.00,19.12
John,Henson,Mil,F,11267,Ind,4,12.75,2,7.5,0,2.25,3.25,58.100,25.00,23.75
Roy,Hibbert,Ind,C,11165,@Mil,6,7,1.67,7,0.33,2.67,1.33,43.200,100,20.83
Kevin,Martin,Min,G,11110,@Uta,1,15,1,3,2,0,3,27.300,80.0,16.25
Trey,Burke,Uta,G,11091,Min,6,12.67,5.83,2.83,0.33,0,1.17,39.000,100,20.54
Klay,Thompson,GS,G,10878,Bkn,5,14,2.4,4,1.6,0.6,0.6,39.100,83.300,22.00
Nene,Hilario,Was,F,10782,NO,6,16,3,4.83,1.83,0.67,2.33,52.700,52.900,24.96
Enes,Kanter,Uta,C,10703,Min,6,12.5,1.17,7.83,0.17,0.67,1.5,53.700,50.0,21.38
Brandon,Bass,Bos,F,10537,@Sac,6,11.67,0.33,5.83,0.5,0.67,1.5,49.100,93.300,17.79
Joe,Johnson,Bkn,G,10452,@GS,5,14,2.4,2.4,0.8,0,1.4,43.600,71.400,17.30
Kelly,Olynyk,Bos,C,10366,@Sac,6,9.5,2.5,7.83,0.67,0.33,1.33,42.300,83.300,21.04
Larry,Sanders,Mil,C,10350,Ind,1,2,0,4,0,0,1,33.300,0,5.00
Raymond,Felton,NY,G,10285,@Atl,6,9.83,7.33,4.83,1,0.67,1.83,39.300,77.800,25.12
DeMarre,Carroll,Atl,F,10120,NY,3,9.33,1.67,3.67,0.33,0.33,1,46.400,0,13.92
Ersan,Ilyasova,Mil,F,10075,Ind,3,13,1.33,9.33,0.33,0,0.67,36.100,71.400,22.17
Andray,Blatche,Bkn,C,9993,@GS,5,12,0.8,3.4,1.2,0.4,1,51.000,72.700,16.85
Jeff,Teague,Atl,G,9908,NY,5,11.4,4,1.4,0.8,0.2,2.8,39.300,100,14.95
Giannis,Antetokounmpo,Mil,G,9908,Ind,5,5.4,1.8,4.8,1.2,1.2,0.8,26.900,58.800,15.50
Tyreke,Evans,NO,F,9809,@Was,5,10.8,5,4.2,0.6,0.4,1.8,39.000,44.400,19.15
Marvin,Williams,Uta,F,9639,Min,6,13.67,1.17,5.83,0.17,0.33,1,53.400,77.800,20.29
Elton,Brand,Atl,F,9597,NY,6,9.5,0.5,8,0.5,0.83,1,45.800,61.900,19.08
J.R.,Smith,NY,G,9585,@Atl,5,10.6,3,3.4,1.4,0,1.4,36.800,50.0,16.85
Paul,Pierce,Bkn,F,9583,@GS,5,12,1,4.2,0.8,0.6,0.4,51.200,60.0,18.55
Draymond,Green,GS,F,9477,Bkn,5,8,2.4,7,1,2,1.8,42.400,91.700,22.55
Avery,Bradley,Bos,G,9455,@Sac,1,5,0,0,0,0,1,15.400,0,-1.50
Brian,Roberts,NO,G,9296,@Was,6,15.5,4,2.83,1.5,0,1.5,47.900,100,23.38
Evan,Turner,Ind,F,9194,@Mil,5,13.2,2.4,5.4,1.8,0,2.2,37.300,85.700,20.55
Tim,Hardaway Jr.,NY,G,9184,@Atl,6,12.67,1,2.17,0.5,0,0.83,39.400,70.0,13.21
Ronny,Turiaf,Min,C,9159,@Uta,5,6.4,1.8,8.2,0.4,2.6,0.8,53.600,18.200,22.35
Gerald,Wallace,Bos,F,8940,@Sac,6,7.83,3.33,4.83,2.17,0.33,1.83,48.800,50.0,19.79
Courtney,Lee,Mem,G,8917,@Cha,6,11.67,2.33,2.5,1.67,0.33,0.33,39.100,100,18.46
Kevin,Garnett,Bkn,F,8910,@GS,4,6.5,2,4.5,1,1.25,1.5,65.00,0,17.25
Corey,Brewer,Min,F,8898,@Uta,5,16.2,1,2.8,2.4,0.2,1.2,52.400,70.600,21.70
Jeremy,Evans,Uta,F,8889,Min,6,6.67,0.17,6,1.17,0.5,0.33,67.900,100,16.67
Caron,Butler,Mil,F,8865,Ind,2,19,0.5,5.5,0.5,1,2,43.800,66.700,22.88
Shawn,Marion,Dal,F,8834,@Det,6,9.33,1.83,6.33,1,0.17,1.33,50.900,0,18.83
Al-Farouq,Aminu,NO,F,8821,@Was,6,5.67,2,5.67,1.67,0.17,0.67,43.800,62.500,17.00
Gerald,Henderson,Cha,G,8727,Mem,6,12.5,2.33,2.83,0.33,0.17,1.5,46.000,63.200,15.62
Trevor,Booker,Was,F,8474,NO,6,4.83,0.67,1.5,0.83,0.33,0.5,63.600,50.0,8.79
Tony,Allen,Mem,G,8465,@Cha,1,9,2,6,2,1,1,100,0,24.50
Shaun,Livingston,Bkn,G,8217,@GS,5,5.8,2.6,3,0,0.4,1.2,47.600,75.00,11.65
Jose,Calderon,Dal,G,8134,@Det,6,10.33,4.83,3.17,0.5,0.5,1.83,40.700,66.700,18.88
Vince,Carter,Dal,F,8126,@Det,6,10.67,2,5,1.5,0.33,0.67,32.100,79.200,19.33
Kyle,Korver,Atl,G,8110,NY,6,10.67,3.83,4,1.17,0.33,2.33,47.900,66.700,19.92
O.J.,Mayo,Mil,G,8060,Ind,1,11,0,3,0,0,1,62.500,0,12.25
Pablo,Prigioni,NY,G,7873,@Atl,6,5.33,5.5,2.17,1.5,0,1.17,66.700,0,17.62
Gustavo,Ayon,Atl,F,7840,NY,4,7,1.25,6.75,1.5,0.5,1.75,52.200,66.700,17.94
Amar'e,Stoudemire,NY,F,7685,@Atl,5,15,0.4,6,0.2,0.6,2,52.700,85.00,19.80
James,Johnson,Mem,F,7662,@Cha,6,9.67,1.67,3.33,0.83,0.83,1.17,43.900,84.600,16.25
Kyle,Singler,Det,F,7652,Dal,7,13,1.29,3.57,1.71,0.29,1,42.300,80.0,19.18
Kenyon,Martin,NY,F,7635,@Atl,0,0,0,0,0,0,0,0,0,0.00
Brandan,Wright,Dal,C,7608,@Det,6,8.17,0.17,5,0.33,1.17,1,58.300,87.500,15.33
Jerryd,Bayless,Bos,G,7586,@Sac,6,7.17,5,2.17,0.33,0.17,1.17,42.100,70.0,15.12
Jeremy,Tyler,NY,C,7515,@Atl,6,5.67,0.33,4.17,0.17,0.5,1.17,53.800,85.700,10.46
Lou,Williams,Atl,G,7495,NY,6,11.83,3.67,2,1.33,0,1.67,42.100,75.00,17.67
Harrison,Barnes,GS,F,7475,Bkn,5,12,0.8,4,1.2,0.4,1,48.900,71.400,17.70
Mirza,Teletovic,Bkn,F,7475,@GS,5,6.8,0.4,4.8,0.4,0.4,0.2,34.300,50.0,12.10
Will,Bynum,Det,G,7425,Dal,5,10.4,5.4,1.2,0.8,0.2,1.2,50.0,70.0,18.30
Mason,Plumlee,Bkn,C,7355,@GS,4,9.5,0.25,6.5,0.75,1,1,56.500,63.200,18.38
Metta,World Peace,NY,F,7331,@Atl,3,1.67,0.33,1,0.33,0.33,1.33,40.0,0,2.92
Devin,Harris,Dal,G,7239,@Det,5,9.2,5.2,2.6,0.4,0,2.2,44.100,86.700,16.75
Khris,Middleton,Mil,F,7237,Ind,5,11.4,3.2,3,0.4,0,1.4,44.700,88.900,16.65
Luke,Babbitt,NO,F,7200,@Was,6,7.17,0.83,4,0.17,0.83,0.67,42.100,0,12.92
Donald,Sloan,Ind,G,7168,@Mil,3,0.67,0,0.33,0,0,0.33,33.300,0,0.42
Rodney,Stuckey,Det,G,7135,Dal,7,12.29,1.71,3.29,0.57,0.14,1.43,42.300,79.200,15.39
J.J.,Barea,Min,G,7092,@Uta,5,9.8,2.4,1.2,0.4,0,2,45.200,100,11.40
Jordan,Crawford,GS,G,7086,Bkn,5,8.6,1.2,1.6,1,0.2,1,40.500,87.500,11.20
Michael,Kidd-Gilchrist,Cha,F,6952,Mem,6,6.67,1,6.5,0.67,0.33,0.33,42.900,59.300,15.71
Jermaine,O'Neal,GS,C,6950,Bkn,3,5.33,0.67,6,0.33,1,1,26.300,85.700,13.00
Zaza,Pachulia,Mil,C,6942,Ind,5,7.8,2.6,6,0.6,0,2.4,43.800,78.600,15.90
Derrick,Williams,Sac,F,6896,Bos,5,9,1,4.8,0.4,0.4,1,40.0,100,15.00
Kris,Humphries,Bos,C,6866,@Sac,6,6.67,0.33,3,0.33,0.33,1.17,45.700,66.700,9.17
Bismack,Biyombo,Cha,F,6850,Mem,6,3.33,0,5.17,0,1.67,0.67,69.200,25.00,11.62
Pero,Antic,Atl,C,6840,NY,0,0,0,0,0,0,0,0,0,0.00
Andre,Miller,Was,G,6820,NO,0,0,0,0,0,0,0,0,0,0.00
Kosta,Koufos,Mem,C,6805,@Cha,6,5.5,0.17,3.33,0.33,1.17,0.33,45.500,50.0,10.83
Mike,Scott,Atl,F,6800,NY,6,8.5,1,3.83,0.17,0.17,0.83,43.100,100,12.21
Gary,Neal,Cha,G,6790,Mem,4,10.75,1.5,1,0.75,0,1.5,44.700,87.500,11.50
Dante,Cunningham,Min,F,6754,@Uta,5,6.8,0.8,6.6,0.8,0.8,0.4,37.500,50.0,16.15
Tayshaun,Prince,Mem,F,6743,@Cha,6,6.67,1.33,3.17,0.5,0.17,0.5,51.400,0,11.79
Samuel,Dalembert,Dal,C,6712,@Det,6,6.5,0.17,7.5,0.17,0.5,0.67,47.400,75.00,15.04
Lavoy,Allen,Ind,F,6703,@Mil,5,6.4,1.4,6.4,1,0.4,0.4,36.800,80.0,16.40
Vitor,Faverani,Bos,C,6700,@Sac,0,0,0,0,0,0,0,0,0,0.00
DeJuan,Blair,Dal,F,6670,@Det,6,6,0.67,2.67,0,0.67,0.67,53.600,75.00,9.75
Ramon,Sessions,Mil,G,6560,Ind,5,9.2,5.4,2.4,0.6,0,1.6,50.0,55.600,17.60
Andrei,Kirilenko,Bkn,F,6528,@GS,5,4.8,0.6,3.6,1,0.4,1.4,78.600,12.500,10.60
Carl,Landry,Sac,F,6495,Bos,5,3,0.2,2.4,0,0,0.4,60.0,100,5.50
Miroslav,Raduljica,Mil,C,6425,Ind,4,3.5,0.5,2.25,0.25,0.25,0.5,54.500,100,6.94
Jeff,Adrien,Mil,F,6406,Ind,2,2,0,1.5,0,0.5,0.5,100,0,4.38
Jason,Thompson,Sac,F,6374,Bos,5,4.8,0.6,6.8,0,0.6,1.4,40.0,50.0,12.10
Ian,Clark,Uta,G,6360,Min,0,0,0,0,0,0,0,0,0,0.00
Beno,Udrih,NY,G,6340,@Atl,0,0,0,0,0,0,0,0,0,0.00
Greg,Stiemsma,NO,C,6315,@Was,6,2.5,0.5,4.17,0.33,1.67,1,63.600,100,11.12
Alexis,Ajinca,NO,F,6230,@Was,6,4.33,0.67,4,0.17,0.33,2,66.700,66.700,8.75
