FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
LeBron,James,Mia,F,20617,@Cle,76,26.79,7.25,8.03,1.70,0.88,2.97,56.500,75.300,45.14
DeMarcus,Cousins,Sac,C,19109,Was,75,17.07,2.65,9.95,1.44,0.73,3,46.500,73.800,30.39
Stephen,Curry,GS,G,18613,Orl,78,22.90,6.91,4.03,1.62,0.15,3.08,45.100,90.000,33.69
John,Wall,Was,G,17730,@Sac,49,18.49,7.61,4,1.31,0.76,3.20,44.100,80.400,31.02
Kyle,Lowry,Tor,G,17648,@Atl,68,11.63,6.40,4.72,1.38,0.35,2.31,40.100,79.500,25.19
Nicolas,Batum,Por,F,17127,Mil,73,14.34,4.93,5.64,1.25,1.14,2.60,42.300,84.800,27.45
Paul,Millsap,Atl,F,16645,Tor,78,14.55,2.58,7.10,1.31,1.03,1.77,49.000,74.200,26.74
LaMarcus,Aldridge,Por,F,16539,Mil,74,21.08,2.59,9.05,0.84,1.23,1.93,48.400,81.000,33.45
Kyrie,Irving,Cle,G,16117,Mia,59,22.46,5.93,3.66,1.51,0.36,3.24,45.200,85.500,31.10
Damian,Lillard,Por,G,15845,Mil,82,19.05,6.48,3.13,0.90,0.23,2.96,42.900,84.400,27.20
Isaiah,Thomas,Sac,G,15786,Was,79,13.92,4,2.04,0.85,0.04,1.77,44.000,88.200,19.31
Nikola,Vucevic,Orl,C,15703,@GS,77,13.09,1.86,11.91,0.79,1.03,1.83,51.900,68.300,29.53
Dwyane,Wade,Mia,G,15136,@Cle,69,21.20,5.10,4.99,1.86,0.81,2.81,52.100,72.500,32.96
Rudy,Gay,Sac,F,14258,Was,75,18.21,2.69,6.15,1.51,0.71,2.64,41.600,81.400,26.48
Brandon,Knight,Mil,G,14137,@Por,75,13.32,4.04,3.29,0.77,0.11,2.73,40.700,73.300,18.65
David,Lee,GS,F,13995,Orl,79,18.47,3.53,11.22,0.85,0.28,2.62,51.900,79.700,33.47
Spencer,Hawes,Cle,C,13933,Mia,82,11.04,2.23,7.20,0.29,1.38,1.60,46.400,77.700,22.26
DeMar,DeRozan,Tor,G,13824,@Atl,82,18.11,2.49,3.90,0.93,0.29,1.84,44.500,83.100,22.71
Chris,Bosh,Mia,C,13801,@Cle,74,16.65,1.66,6.77,0.89,1.36,1.73,53.500,79.800,27.12
Marcin,Gortat,Was,C,13690,@Sac,61,11.15,1.23,8.46,0.66,1.61,1.62,52.100,65.200,23.85
Jeff,Teague,Atl,G,13307,Tor,80,14.58,7.24,2.25,1.46,0.35,2.88,45.100,88.100,25.48
Luol,Deng,Cle,F,12862,Mia,75,16.49,2.96,6.35,1.08,0.43,1.92,42.600,81.600,25.43
Trevor,Ariza,Was,F,12682,@Sac,56,9.46,2.02,4.75,1.29,0.36,1.5,41.700,82.100,17.71
Robin,Lopez,Por,C,12662,Mil,82,11.33,0.78,5.63,0.39,1.56,1.34,53.400,77.800,19.78
Tobias,Harris,Orl,F,12586,@GS,55,10.96,1.25,5.22,0.58,0.8,1.2,45.500,75.200,18.09
Klay,Thompson,GS,G,11984,Orl,82,16.57,2.23,3.73,1.05,0.55,1.91,42.200,84.100,21.46
Amir,Johnson,Tor,F,11971,@Atl,81,10.04,1.51,7.54,1,1.36,1.44,55.400,72.700,23.02
Ersan,Ilyasova,Mil,F,11961,@Por,73,13.18,1.60,7.12,0.93,0.49,1.03,46.200,79.600,23.13
