FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Love,Min,F,22968,@NO,7,29.14,3.57,14.43,0.71,0.43,2.71,46.300,86.200,46.18
Kevin,Durant,OKC,F,22519,@Orl,7,30.71,7,7.14,1.29,0.71,4,56.800,88.600,45.50
Anthony,Davis,NO,F,21859,Min,6,22.33,2.33,11.33,1.5,5,2,50.0,82.900,46.25
DeMarcus,Cousins,Sac,C,19955,@Bos,2,25,4,13,0.5,1.5,3,47.100,62.100,41.00
Chris,Paul,LAC,G,18919,Tor,0,0,0,0,0,0,0,0,0,0.00
Dirk,Nowitzki,Dal,F,18698,Uta,6,27.83,2.83,8.67,0.83,0,1.83,57.400,95.200,39.00
John,Wall,Was,G,18572,Cle,7,19,8.71,5,3,0.71,3.14,41.200,86.200,37.32
LaMarcus,Aldridge,Por,F,18398,@Ind,7,23.43,3,11.86,0.57,1.14,2.14,41.700,81.500,37.32
Blake,Griffin,LAC,F,18397,Tor,8,29.5,3.88,9,1,0.25,2,54.900,62.500,40.38
Carmelo,Anthony,NY,F,18341,Den,7,34,2.43,7.43,1,0.57,2.71,50.600,82.500,40.71
Pau,Gasol,LAL,C,17400,@Phi,5,21.6,3.6,11.4,0.8,1.2,1.8,53.000,80.0,39.05
DeAndre,Jordan,LAC,C,16847,Tor,8,11.5,0.88,15,0.88,1.5,1.88,72.300,55.800,32.44
Rudy,Gay,Sac,F,16788,@Bos,5,23.8,4.2,7.4,2.6,0.4,3.4,53.200,84.600,37.65
Kyle,Lowry,Tor,G,16154,@LAC,8,19,8.5,5.62,1.5,0.38,2.75,44.200,75.00,35.22
Andre,Drummond,Det,C,16099,Bkn,6,14.5,0.67,13.83,1,2.17,1.67,66.100,50.0,34.79
Ty,Lawson,Den,G,16001,@NY,5,19.4,8.8,4.2,1.6,0,3,48.600,78.800,33.75
Kyrie,Irving,Cle,G,15596,@Was,7,20,6.57,3.86,1.71,0.14,2.14,40.500,90.600,30.68
DeMar,DeRozan,Tor,G,15529,@LAC,6,23.33,4.17,4.83,0.83,0.17,2,41.500,86.300,29.88
Serge,Ibaka,OKC,F,15362,@Orl,8,18.88,1,8.12,0.62,2.62,2,63.600,81.800,32.41
Brandon,Jennings,Det,G,15161,Bkn,6,22.5,7.17,2.67,1.67,0.5,2.67,37.500,75.00,31.33
Michael,Carter-Williams,Phi,G,14786,LAL,7,15.57,6,3.14,1.14,1,3.57,35.000,76.300,23.79
Damian,Lillard,Por,G,14743,@Ind,7,16.43,4.86,3.43,0.43,0.43,2.57,40.0,81.500,22.29
Greg,Monroe,Det,F,14264,Bkn,6,14.33,2.17,9.67,1.17,0,2.33,56.100,60.0,26.58
Lance,Stephenson,Ind,G,14253,Por,7,16.43,5.71,9.57,0.86,0.14,3.71,56.200,66.700,32.04
Nikola,Pekovic,Min,C,14225,@NO,3,15.33,1,8.67,0,0,0.67,54.100,85.700,24.00
Jrue,Holiday,NO,G,14205,Min,0,0,0,0,0,0,0,0,0,0.00
Deron,Williams,Bkn,G,13918,@Det,7,14,7.14,3.29,1.29,0.14,1.86,43.800,72.00,26.11
Luol,Deng,Cle,F,13899,@Was,7,13,2.57,6.14,1.14,0.29,1.29,39.600,62.500,21.54
Thaddeus,Young,Phi,F,13739,LAL,8,18.25,2,5.38,3.25,0.12,2.38,51.200,45.500,27.84
Paul,George,Ind,F,13726,Por,7,19,3.29,7.43,1.86,0.29,3.71,36.00,76.200,27.36
Isaiah,Thomas,Sac,G,13594,@Bos,8,22.62,5.5,2.62,0.75,0,2.5,41.600,93.200,27.34
Nikola,Vucevic,Orl,C,13507,OKC,5,14.4,1,9.2,0.8,0,1.6,50.0,88.900,24.10
Kenneth,Faried,Den,F,13495,@NY,7,13.14,1.71,8.57,1,1.71,1.29,56.200,66.700,27.93
Josh,Smith,Det,F,13358,Bkn,6,16.67,4,7,2.5,0.83,3.33,45.400,41.700,29.17
Marcin,Gortat,Was,C,13219,Cle,7,10.71,1.57,9.14,0.71,1.57,0.71,50.0,65.00,25.64
Derrick,Favors,Uta,F,13175,@Dal,2,14,1,13,0,1,2.5,40.0,80.0,27.50
David,West,Ind,F,13055,Por,7,17.43,2.14,6.71,0.29,0.71,0.86,49.500,83.300,26.25
J.J.,Hickson,Den,C,13003,@NY,7,13.57,2.71,10,1.14,0.71,2.14,56.900,51.200,28.29
Rajon,Rondo,Bos,G,12993,Sac,5,10.4,8.4,5.4,1.4,0,4,43.400,100,25.55
Anderson,Varejao,Cle,C,12970,@Was,4,10.75,3,8,2,0.25,1.25,43.200,62.500,25.00
Trevor,Ariza,Was,F,12881,Cle,7,17.29,2.71,6.71,1.43,0.14,1.57,45.700,86.400,27.54
Spencer,Hawes,Phi,C,12865,LAL,8,12.12,2.88,8.62,0.38,0.88,2.62,41.800,100,23.78
Monta,Ellis,Dal,G,12646,Uta,6,14.83,4.83,3.33,1.83,0.5,3.67,46.300,81.500,23.83
Marvin,Williams,Uta,F,12460,@Dal,4,14,1.5,8.25,0.75,0,0,43.200,92.900,24.81
Paul,Pierce,Bkn,F,12359,@Det,7,16.14,2.29,4.71,1.71,0.43,1.43,49.200,88.900,25.68
Tyson,Chandler,NY,C,12310,Den,7,7.86,0.43,10.14,0.43,1.29,0.71,67.600,56.200,22.61
Ricky,Rubio,Min,G,12256,@NO,8,8.38,8.75,4.25,2,0,3,41.500,73.300,25.38
Nene,Hilario,Was,F,12165,Cle,7,15.57,2.43,6.86,1.43,0.71,3,47.100,57.100,24.57
