FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Durant,OKC,F,23943,@Hou,7,34.43,5.57,6,1.71,0.86,2.29,47.400,89.900,46.64
Carmelo,Anthony,NY,F,19378,@Ind,8,25.12,4,8.75,1.5,0.62,2.5,44.300,81.100,37.31
James,Harden,Hou,G,19020,OKC,6,27.83,5.33,5.83,1.33,0.67,3.83,49.000,86.400,38.29
Dwight,Howard,Hou,C,18763,OKC,6,19.5,1.67,10,1.5,1.67,2,57.300,43.700,32.83
Paul,George,Ind,F,16930,NY,7,18.57,3.86,7.71,1.43,0.14,3,37.600,88.600,28.64
Paul,Millsap,Atl,F,16595,Bkn,6,14.83,4,7.67,1.5,1,2.5,32.600,90.300,27.83
Terrence,Jones,Hou,F,13909,OKC,6,13.83,1.17,11.17,0.83,2,1,49.300,57.900,30.46
Serge,Ibaka,OKC,F,13868,@Hou,6,12.5,0.67,10.17,0.83,2.33,1.67,46.600,71.400,27.46
Jeff,Teague,Atl,G,13583,Bkn,6,14.67,5.5,2.67,1.17,0.33,4.17,37.500,76.00,20.00
Chandler,Parsons,Hou,F,13535,OKC,3,16,3.33,8.67,2.33,0.33,2,41.500,81.800,30.83
Tyson,Chandler,NY,C,12913,@Ind,4,5.5,0,5.5,0.25,0.75,1,61.500,75.00,12.50
David,West,Ind,F,12807,NY,7,10.86,2.86,8.14,1.14,1.14,1.86,46.500,71.400,25.04
Shaun,Livingston,Bkn,G,12603,@Atl,6,10.5,3.17,5.33,1.67,1.17,2,42.400,72.200,22.33
Lance,Stephenson,Ind,G,12583,NY,6,12.33,4.67,6.83,0.67,0,3.17,56.100,53.800,23.46
Joe,Johnson,Bkn,G,12447,@Atl,6,17.33,3.17,3.83,0.83,0,1.33,43.200,82.400,22.46
Deron,Williams,Bkn,G,12165,@Atl,2,25,5,2,2.5,0,2.5,63.000,90.0,34.75
Paul,Pierce,Bkn,F,12028,@Atl,6,15.5,2.83,4,1.33,1.33,2.67,39.200,81.800,23.17
Roy,Hibbert,Ind,C,11952,NY,7,11.86,1.29,5.57,0.71,1.86,1.86,40.300,75.700,20.54
Reggie,Jackson,OKC,G,11864,@Hou,7,14,4,3.71,1.29,0,3.86,43.000,78.600,19.71
Raymond,Felton,NY,G,11639,@Ind,5,13.2,6,2.2,1.2,0.4,1.8,41.900,75.00,22.45
