FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Durant,OKC,F,23183,Mil,8,34.38,5.25,8.38,1.62,0.75,1.88,48.600,88.900,49.16
James,Harden,Hou,G,20762,@Was,6,27.83,3.83,6,1.17,0.17,3.5,47.700,84.700,34.83
LaMarcus,Aldridge,Por,F,20080,Bos,7,24.86,3,10.71,0.14,2,1.29,47.400,86.700,39.61
Carmelo,Anthony,NY,F,19083,@Phi,5,26.8,3.6,7.8,2,0.6,2,47.700,78.300,39.05
Dwight,Howard,Hou,C,18693,@Was,6,16.33,1.67,11,1.33,1.5,2.33,52.900,42.900,30.50
Anthony,Davis,NO,F,18479,@Dal,9,19.11,0.78,10,1.22,3.33,1.89,57.000,55.600,35.83
John,Wall,Was,G,17981,Hou,9,19.11,7,3.78,1.22,0.22,2.78,41.300,87.000,29.56
Ty,Lawson,Den,G,17793,Orl,8,18.5,11.12,3.88,2,0.38,4.25,43.100,91.300,36.41
Andre,Drummond,Det,C,16444,Pho,7,10.57,0.86,13.29,0.71,2.14,1.57,49.200,38.700,28.96
Michael,Carter-Williams,Phi,G,16292,NY,8,18.25,5.25,6.25,2.12,0.62,3.25,42.200,75.700,30.75
Joakim,Noah,Chi,C,16199,Cha,7,12,4.71,12.14,1.29,2.14,2.57,40.0,73.700,34.82
Thaddeus,Young,Phi,F,15881,NY,8,21.5,2.12,6.5,3,0.62,1.75,50.700,79.300,33.75
Goran,Dragic,Pho,G,15780,@Det,8,21.38,6,2.62,1.75,0,2.75,50.800,81.400,30.22
Kyle,Lowry,Tor,G,15738,Bkn,8,17.88,9.12,4.62,1.62,0.12,1.75,47.400,70.500,35.16
Damian,Lillard,Por,G,15471,Bos,7,22.71,5.29,3.71,0.71,0.57,3,47.700,95.800,30.64
Dirk,Nowitzki,Dal,F,15187,NO,8,18,3.5,5.25,1.12,0.75,1.25,44.900,73.900,27.56
Al,Jefferson,Cha,C,15120,@Chi,8,16.5,2,10.88,0.88,0.75,1.75,45.300,71.400,29.84
Spencer,Hawes,Phi,C,14913,NY,8,11.88,4,7.25,1.12,1.38,2.12,45.900,82.400,27.12
Evan,Turner,Phi,F,14846,NY,7,18.29,3.86,5.14,0.86,0.43,1.43,43.900,76.700,26.57
Nikola,Vucevic,Orl,C,14800,@Den,4,10.5,0.5,8.5,1.25,0.75,1.5,51.300,50.0,21.75
DeMar,DeRozan,Tor,G,14690,Bkn,8,21.88,4,5,1.5,0.5,2.12,40.900,80.0,30.00
Monta,Ellis,Dal,G,14420,NO,8,17.5,6.12,2.5,1.88,0.62,2.5,43.800,82.800,27.50
Eric,Bledsoe,Pho,G,14315,@Det,3,11.33,2.67,2.33,1.67,0.67,2.33,40.600,63.600,16.75
Josh,Smith,Det,F,14227,Pho,7,13.43,3.57,8.57,1.43,1.86,2.57,33.300,61.800,27.57
Brandon,Jennings,Det,G,14098,Pho,7,14.14,8.43,2.71,1.43,0,3.43,30.0,81.200,24.18
John,Henson,Mil,F,13930,@OKC,1,8,0,7,0,1,0,80.0,0,18.25
Brandon,Knight,Mil,G,13869,@OKC,7,18.43,4,3.14,2,0.14,2.43,43.400,75.00,25.07
Nicolas,Batum,Por,F,13852,Bos,7,10.14,7.71,7.71,0.71,0.86,2.43,36.400,84.200,28.86
Serge,Ibaka,OKC,F,13737,Mil,7,12,1,7.57,0.57,2.14,1.57,50.600,57.100,23.82
Deron,Williams,Bkn,G,13566,@Tor,5,16.4,5.2,2.2,1.8,0.6,2,53.400,84.600,26.85
