FirstName,LastName,Team,Position,Salary,Matchup,G,PPG,APG,RPG,SPG,BPG,TPG,FG%,FT%,FPPG
Kevin,Durant,OKC,F,22785,Min,81,28.15,4.62,7.90,1.43,1.30,3.46,51.000,90.500,42.18
Kevin,Love,Min,F,22180,@OKC,18,18.33,2.33,14,0.72,0.5,2.17,35.200,70.400,33.08
Anthony,Davis,NO,F,21213,Atl,64,13.55,0.98,8.16,1.17,1.75,1.39,51.600,75.100,26.68
LeBron,James,Mia,F,21160,@LAC,76,26.79,7.25,8.03,1.70,0.88,2.97,56.500,75.300,45.14
LaMarcus,Aldridge,Por,F,19661,@NY,74,21.08,2.59,9.05,0.84,1.23,1.93,48.400,81.000,33.45
DeMarcus,Cousins,Sac,C,19515,Tor,75,17.07,2.65,9.95,1.44,0.73,3,46.500,73.800,30.39
Dirk,Nowitzki,Dal,F,18720,@Mem,53,17.30,2.49,6.85,0.72,0.70,1.32,47.100,86.000,27.22
Carmelo,Anthony,NY,F,18707,Por,67,28.66,2.55,6.87,0.78,0.48,2.61,44.900,83.000,34.19
Blake,Griffin,LAC,F,18125,Mia,80,18,3.74,8.28,1.21,0.62,2.31,53.800,66.000,31.31
Pau,Gasol,LAL,C,17724,@Cle,49,13.73,4.08,8.59,0.49,1.24,2.12,46.600,70.200,28.25
John,Wall,Was,G,17411,SA,49,18.49,7.61,4,1.31,0.76,3.20,44.100,80.400,31.02
Tim,Duncan,SA,F,17358,@Was,69,17.78,2.67,9.94,0.72,2.65,2.13,50.200,81.700,34.91
Andre,Drummond,Det,C,17068,@Orl,60,7.93,0.5,7.62,0.98,1.58,0.95,60.800,37.100,20.44
Paul,Millsap,Atl,F,16489,@NO,78,14.55,2.58,7.10,1.31,1.03,1.77,49.000,74.200,26.74
Goran,Dragic,Pho,G,16366,@Hou,77,14.73,7.39,3.09,1.61,0.34,2.75,44.300,74.800,27.01
Kyle,Lowry,Tor,G,16245,@Sac,68,11.63,6.40,4.72,1.38,0.35,2.31,40.100,79.500,25.19
Rudy,Gay,Sac,F,16078,Tor,75,18.21,2.69,6.15,1.51,0.71,2.64,41.600,81.400,26.48
Serge,Ibaka,OKC,F,15762,Min,80,13.19,0.54,7.71,0.35,3.02,1.56,57.300,74.900,26.45
Ty,Lawson,Den,G,15720,Mil,73,16.66,6.86,2.71,1.47,0.11,2.49,46.100,75.600,26.90
Zach,Randolph,Mem,F,15714,Dal,76,15.38,1.42,11.24,0.80,0.41,1.97,46.000,75.00,27.88
DeAndre,Jordan,LAC,C,15469,Mia,82,8.83,0.34,7.24,0.59,1.37,1.22,64.300,38.600,19.09
Kyrie,Irving,Cle,G,15056,LAL,59,22.46,5.93,3.66,1.51,0.36,3.24,45.200,85.500,31.10
Dwight,Howard,Hou,C,15011,Pho,76,17.05,1.42,12.43,1.11,2.45,2.96,57.800,49.200,34.21
DeMar,DeRozan,Tor,G,14745,@Sac,82,18.11,2.49,3.90,0.93,0.29,1.84,44.500,83.100,22.71
Nikola,Vucevic,Orl,C,14695,Det,77,13.09,1.86,11.91,0.79,1.03,1.83,51.900,68.300,29.53
Brandon,Jennings,Det,G,14625,@Orl,80,17.46,6.51,3.08,1.56,0.12,2.54,39.900,81.900,26.91
Mike,Conley,Mem,G,14568,Dal,80,14.6,6.09,2.81,2.18,0.3,2.36,44.000,83.000,26.25
James,Harden,Hou,G,14542,Pho,78,25.94,5.83,4.86,1.82,0.49,3.78,43.800,85.100,36.02
Thaddeus,Young,Phi,F,14400,Bos,76,14.83,1.64,7.51,1.75,0.72,1.18,53.100,57.400,26.97
Damian,Lillard,Por,G,14292,@NY,82,19.05,6.48,3.13,0.90,0.23,2.96,42.900,84.400,27.20
Nikola,Pekovic,Min,C,14225,@OKC,62,16.31,0.85,8.79,0.69,0.81,1.63,52.000,74.400,26.41
Josh,Smith,Det,F,14043,@Orl,76,17.46,4.22,8.41,1.24,1.79,2.97,46.500,51.700,32.21
Michael,Carter-Williams,Phi,G,14001,Bos,37,17.32,6.57,5.43,2.30,0.65,3.41,40.100,71.00,31.02
Isaiah,Thomas,Sac,G,13862,Tor,79,13.92,4,2.04,0.85,0.04,1.77,44.000,88.200,19.31
Tony,Parker,SA,G,13734,@Was,66,20.32,7.56,3,0.82,0.09,2.58,52.200,84.500,30.66
Greg,Monroe,Det,F,13701,@Orl,81,16.02,3.47,9.59,1.30,0.68,2.89,48.600,68.900,30.17
JaVale,McGee,Den,C,13550,Mil,79,9.08,0.30,4.82,0.38,1.99,1.14,57.500,59.100,17.26
Kobe,Bryant,LAL,G,13490,@Cle,78,27.35,6.01,5.55,1.36,0.32,3.68,46.300,83.900,36.84
Evan,Turner,Phi,F,13380,Bos,82,13.34,4.32,6.30,0.87,0.21,2.28,41.900,74.000,23.50
Trevor,Ariza,Was,F,13282,SA,56,9.46,2.02,4.75,1.29,0.36,1.5,41.700,82.100,17.71
Kendall,Marshall,LAL,G,13263,@Cle,48,2.98,2.98,0.88,0.46,0.08,1.19,37.100,57.100,7.39
Tobias,Harris,Orl,F,13221,Det,55,10.96,1.25,5.22,0.58,0.8,1.2,45.500,75.200,18.09
Marcin,Gortat,Was,C,13157,SA,61,11.15,1.23,8.46,0.66,1.61,1.62,52.100,65.200,23.85
Spencer,Hawes,Phi,C,13116,Bos,82,11.04,2.23,7.20,0.29,1.38,1.60,46.400,77.700,22.26
Jamal,Crawford,LAC,G,13072,Mia,76,16.51,2.54,1.68,1.04,0.17,1.92,43.800,87.100,18.96
Anderson,Varejao,Cle,C,13045,LAL,25,14.12,3.36,14.44,1.48,0.56,1.76,47.800,75.500,36.01
Dwyane,Wade,Mia,G,12923,@LAC,69,21.20,5.10,4.99,1.86,0.81,2.81,52.100,72.500,32.96
Chris,Bosh,Mia,C,12735,@LAC,74,16.65,1.66,6.77,0.89,1.36,1.73,53.500,79.800,27.12
Jeff,Teague,Atl,G,12681,@NO,80,14.58,7.24,2.25,1.46,0.35,2.88,45.100,88.100,25.48
Brandon,Knight,Mil,G,12650,@Den,75,13.32,4.04,3.29,0.77,0.11,2.73,40.700,73.300,18.65
Ricky,Rubio,Min,G,12638,@OKC,57,10.67,7.33,4.02,2.40,0.09,3.02,36.000,79.900,25.30
Chandler,Parsons,Hou,F,12497,Pho,76,15.49,3.54,5.32,0.99,0.42,1.93,48.600,72.900,24.87
Marc,Gasol,Mem,C,12473,Dal,80,14.09,3.98,7.78,1,1.74,1.96,49.400,84.800,30.23
Rajon,Rondo,Bos,G,12452,@Phi,38,13.74,11.05,5.58,1.84,0.24,3.89,48.400,64.500,33.96
DeMarre,Carroll,Atl,F,12384,@NO,66,5.95,0.92,2.85,0.88,0.36,0.52,46.000,76.500,11.37
Nene,Hilario,Was,F,12384,SA,61,12.56,2.90,6.67,0.90,0.61,2.28,48.000,72.900,22.86
J.J.,Hickson,Den,C,12286,Mil,80,12.72,1.1,10.35,0.6,0.64,1.81,56.200,67.900,25.40
Jeremy,Lin,Hou,G,12239,Pho,82,13.35,6.06,3.01,1.63,0.35,2.88,44.100,78.500,23.89
Tyson,Chandler,NY,C,12186,Por,66,10.44,0.94,10.65,0.64,1.14,1.32,63.800,69.400,25.69
Kenneth,Faried,Den,F,12133,Mil,80,11.54,0.96,9.18,1.01,1.04,1.41,55.200,61.300,24.56
Nicolas,Batum,Por,F,12071,@NY,73,14.34,4.93,5.64,1.25,1.14,2.60,42.300,84.800,27.45
Terrence,Jones,Hou,F,12068,Pho,19,5.47,0.79,3.42,0.63,1,0.68,45.700,76.500,12.07
Victor,Oladipo,Orl,G,12052,Det,50,13.68,4.04,4.44,1.62,0.66,3.26,40.300,76.900,22.58
Monta,Ellis,Dal,G,12037,@Mem,82,19.23,6.05,3.85,2.06,0.44,3.10,41.600,77.300,29.39
Luol,Deng,Cle,F,12036,LAL,75,16.49,2.96,6.35,1.08,0.43,1.92,42.600,81.600,25.43
Randy,Foye,Den,G,11894,Mil,82,10.76,2.04,1.55,0.80,0.33,1.12,39.700,81.900,14.02
Arron,Afflalo,Orl,G,11743,Det,64,16.52,3.22,3.73,0.62,0.17,2.16,43.900,85.700,21.23
Bradley,Beal,Was,G,11707,SA,56,13.93,2.45,3.77,0.89,0.52,1.61,41.000,78.600,19.60
Jared,Sullinger,Bos,F,11512,@Phi,45,6,0.78,5.87,0.49,0.49,0.64,49.300,74.600,14.37
John,Henson,Mil,F,11369,@Den,63,6.03,0.49,4.71,0.30,0.67,0.75,48.200,53.300,12.08
Markieff,Morris,Pho,F,11354,@Hou,82,8.17,1.32,4.83,0.94,0.78,1.27,40.700,73.200,15.79
Jonas,Valanciunas,Tor,C,11350,@Sac,62,8.94,0.73,6,0.27,1.26,1.52,55.700,78.900,17.45
Wesley,Matthews,Por,G,11214,@NY,69,14.81,2.52,2.77,1.30,0.26,1.58,43.600,79.700,20.03
Robin,Lopez,Por,C,11167,@NY,82,11.33,0.78,5.63,0.39,1.56,1.34,53.400,77.800,19.78
Wilson,Chandler,Den,F,11161,Mil,43,13.02,1.35,5.07,1.05,0.28,1.40,46.200,79.300,19.52
Tyreke,Evans,NO,F,11119,Atl,65,15.18,3.52,4.42,1.38,0.42,1.97,47.800,77.500,24.08
Jameer,Nelson,Orl,G,11036,Det,56,14.68,7.38,3.73,1.27,0.11,2.75,39.200,87.300,26.06
Darren,Collison,LAC,G,10910,Mia,81,12,5.12,2.70,1.23,0.10,2.14,47.100,88.00,21.03
Jodie,Meeks,LAL,G,10859,@Cle,78,7.92,0.88,2.19,0.74,0.06,0.67,38.700,89.600,10.79
Kevin,Martin,Min,G,10815,@OKC,77,13.99,1.38,2.31,0.94,0.10,1.31,45.000,89.000,16.75
Eric,Gordon,NO,G,10811,Atl,42,16.98,3.26,1.83,1.07,0.19,2.79,40.200,84.200,19.33
Raymond,Felton,NY,G,10784,Por,68,13.94,5.47,2.85,1.38,0.21,2.28,42.700,78.900,22.70
J.R.,Smith,NY,G,10697,Por,80,18.08,2.72,5.31,1.25,0.3,1.68,42.200,76.200,25.25
Timofey,Mozgov,Den,C,10665,Mil,41,2.63,0.22,2.61,0.15,0.44,0.61,50.600,76.900,6.19
Tony,Wroten,Phi,G,10584,Bos,35,2.6,1.23,0.8,0.23,0.11,0.83,38.400,72.400,4.43
Gerald,Green,Pho,F,10525,@Hou,60,7.02,0.83,2.35,0.32,0.38,0.88,36.600,80.0,9.37
Amir,Johnson,Tor,F,10161,@Sac,81,10.04,1.51,7.54,1,1.36,1.44,55.400,72.700,23.02
Terrence,Ross,Tor,G,10063,@Sac,73,6.40,0.73,1.97,0.59,0.19,0.66,40.700,71.400,8.92
Jose,Calderon,Dal,G,10062,@Mem,73,11.32,7.10,2.41,0.79,0.11,1.73,49.100,90.0,22.79
Reggie,Jackson,OKC,G,9994,Min,70,5.34,1.74,2.37,0.41,0.19,0.76,45.800,83.900,10.04
Larry,Sanders,Mil,C,9951,@Den,71,9.80,1.17,9.46,0.75,2.83,1.23,50.600,61.800,26.85
Kyle,Korver,Atl,G,9907,@NO,74,10.95,1.97,3.96,0.95,0.5,0.95,46.100,85.900,18.54
Andrea,Bargnani,NY,C,9855,Por,35,12.66,1.09,3.66,0.6,0.66,1.54,39.900,84.400,16.00
Ersan,Ilyasova,Mil,F,9847,@Den,73,13.18,1.60,7.12,0.93,0.49,1.03,46.200,79.600,23.13
Boris,Diaw,SA,F,9823,@Was,75,5.8,2.4,3.39,0.69,0.36,1.12,53.900,72.300,13.48
Al-Farouq,Aminu,NO,F,9778,Atl,76,7.30,1.36,7.70,1.21,0.67,1.53,47.500,73.700,19.32
P.J.,Tucker,Pho,F,9763,@Hou,79,6.41,1.38,4.43,0.78,0.24,0.85,47.300,74.400,13.59
Miles,Plumlee,Pho,C,9722,@Hou,14,0.93,0.14,1.57,0,0.21,0.21,23.800,75.00,2.71
Avery,Bradley,Bos,G,9685,@Phi,50,9.22,2.08,2.22,1.28,0.38,1.44,40.200,75.500,14.02
Mario,Chalmers,Mia,G,9661,@LAC,77,8.65,3.55,2.22,1.53,0.16,1.55,42.900,79.500,16.46
Shawn,Marion,Dal,F,9545,@Mem,67,12.12,2.43,7.84,1.12,0.70,1.54,51.400,78.200,25.00
Patrick,Patterson,Tor,F,9527,@Sac,71,10.38,1.14,4.75,0.44,0.56,0.86,51.200,76.200,16.92
